,Interactor_A_ID,Interactor_B_ID
39650,99287.STM1892,99287.STM0816
39651,99287.STM0816,99287.STM1893
39652,99287.STM1893,99287.STM0816
39653,99287.STM0816,99287.STM1952
39654,99287.STM1952,99287.STM0816
39655,99287.STM0816,99287.STM2020
39656,99287.STM2020,99287.STM0816
39657,99287.STM0816,99287.STM2165
39658,99287.STM2165,99287.STM0816
39659,99287.STM0816,99287.STM2189
39660,99287.STM2189,99287.STM0816
39661,99287.STM0816,99287.STM2216
39662,99287.STM2216,99287.STM0816
39663,99287.STM0816,99287.STM2253
39664,99287.STM2253,99287.STM0816
39665,99287.STM0816,99287.STM2254
39666,99287.STM2254,99287.STM0816
39667,99287.STM0816,99287.STM2263
39668,99287.STM2263,99287.STM0816
39669,99287.STM0816,99287.STM2352
39670,99287.STM2352,99287.STM0816
39671,99287.STM0816,99287.STM2353
39672,99287.STM2353,99287.STM0816
39673,99287.STM0816,99287.STM2441
39674,99287.STM2441,99287.STM0816
39675,99287.STM0816,99287.STM2774
39676,99287.STM2774,99287.STM0816
39677,99287.STM0816,99287.STM2809
39678,99287.STM2809,99287.STM0816
39679,99287.STM0816,99287.STM2810
39680,99287.STM2810,99287.STM0816
39681,99287.STM0816,99287.STM2811
39682,99287.STM2811,99287.STM0816
39683,99287.STM0816,99287.STM3074
39684,99287.STM3074,99287.STM0816
39685,99287.STM0816,99287.STM3312
39686,99287.STM3312,99287.STM0816
39687,99287.STM0816,99287.STM3319
39688,99287.STM3319,99287.STM0816
39689,99287.STM0816,99287.STM3554
39690,99287.STM3554,99287.STM0816
39691,99287.STM0816,99287.STM3555
39692,99287.STM3555,99287.STM0816
39693,99287.STM0816,99287.STM3556
39694,99287.STM3556,99287.STM0816
39695,99287.STM0816,99287.STM3585
39696,99287.STM3585,99287.STM0816
39697,99287.STM0816,99287.STM3586
39698,99287.STM3586,99287.STM0816
39699,99287.STM0816,99287.STM3630
39700,99287.STM3630,99287.STM0816
39701,99287.STM0816,99287.STM3818
39702,99287.STM3818,99287.STM0816
39703,99287.STM0816,99287.STM3819
39704,99287.STM3819,99287.STM0816
39705,99287.STM0816,99287.STM3857
39706,99287.STM3857,99287.STM0816
39707,99287.STM0816,99287.STM3882
39708,99287.STM3882,99287.STM0816
39709,99287.STM0816,99287.STM3883
39710,99287.STM3883,99287.STM0816
39711,99287.STM0816,99287.STM4077
39712,99287.STM4077,99287.STM0816
39713,99287.STM0816,99287.STM4227
39714,99287.STM4227,99287.STM0816
39715,99287.STM0816,99287.STM4228
39716,99287.STM4228,99287.STM0816
39717,99287.STM0816,99287.STM4229
39718,99287.STM4229,99287.STM0816
39719,99287.STM0816,99287.STM4230
39720,99287.STM4230,99287.STM0816
39721,99287.STM0816,99287.STM4479
39722,99287.STM4479,99287.STM0816
39723,99287.STM0816,99287.STM4480
39724,99287.STM4480,99287.STM0816
39725,99287.STM0817,99287.STM0835
39726,99287.STM0835,99287.STM0817
39727,99287.STM0817,99287.STM0855
39728,99287.STM0855,99287.STM0817
39729,99287.STM0817,99287.STM0877
39730,99287.STM0877,99287.STM0817
39731,99287.STM0817,99287.STM0878
39732,99287.STM0878,99287.STM0817
39733,99287.STM0817,99287.STM0942
39734,99287.STM0942,99287.STM0817
39735,99287.STM0817,99287.STM0984
39736,99287.STM0984,99287.STM0817
39737,99287.STM0817,99287.STM0998
39738,99287.STM0998,99287.STM0817
39739,99287.STM0817,99287.STM1097
39740,99287.STM1097,99287.STM0817
39741,99287.STM0817,99287.STM1170
39742,99287.STM1170,99287.STM0817
39743,99287.STM0817,99287.STM1218
39744,99287.STM1218,99287.STM0817
39745,99287.STM0817,99287.STM1222
39746,99287.STM1222,99287.STM0817
39747,99287.STM0817,99287.STM1226
39748,99287.STM1226,99287.STM0817
39749,99287.STM0817,99287.STM1341
39750,99287.STM1341,99287.STM0817
39751,99287.STM0817,99287.STM1354
39752,99287.STM1354,99287.STM0817
39753,99287.STM0817,99287.STM1442
39754,99287.STM1442,99287.STM0817
39755,99287.STM0817,99287.STM1493
39756,99287.STM1493,99287.STM0817
39757,99287.STM0817,99287.STM1679
39758,99287.STM1679,99287.STM0817
39759,99287.STM0817,99287.STM1692
39760,99287.STM1692,99287.STM0817
39761,99287.STM0817,99287.STM1746
39762,99287.STM1746,99287.STM0817
39763,99287.STM0817,99287.STM1892
39764,99287.STM1892,99287.STM0817
39765,99287.STM0817,99287.STM1893
39766,99287.STM1893,99287.STM0817
39767,99287.STM0817,99287.STM1929
39768,99287.STM1929,99287.STM0817
39769,99287.STM0817,99287.STM2020
39770,99287.STM2020,99287.STM0817
39771,99287.STM0817,99287.STM2122
39772,99287.STM2122,99287.STM0817
39773,99287.STM0817,99287.STM2165
39774,99287.STM2165,99287.STM0817
39775,99287.STM0817,99287.STM2216
39776,99287.STM2216,99287.STM0817
39777,99287.STM0817,99287.STM2331
39778,99287.STM2331,99287.STM0817
39779,99287.STM0817,99287.STM2402
39780,99287.STM2402,99287.STM0817
39781,99287.STM0817,99287.STM2408
39782,99287.STM2408,99287.STM0817
39783,99287.STM0817,99287.STM2667
39784,99287.STM2667,99287.STM0817
39785,99287.STM0817,99287.STM2668
39786,99287.STM2668,99287.STM0817
39787,99287.STM0817,99287.STM2774
39788,99287.STM2774,99287.STM0817
39789,99287.STM0817,99287.STM2810
39790,99287.STM2810,99287.STM0817
39791,99287.STM0817,99287.STM2811
39792,99287.STM2811,99287.STM0817
39793,99287.STM0817,99287.STM2862
39794,99287.STM2862,99287.STM0817
39795,99287.STM0817,99287.STM2863
39796,99287.STM2863,99287.STM0817
39797,99287.STM0817,99287.STM2864
39798,99287.STM2864,99287.STM0817
39799,99287.STM0817,99287.STM2878
39800,99287.STM2878,99287.STM0817
39801,99287.STM0817,99287.STM2948
39802,99287.STM2948,99287.STM0817
39803,99287.STM0817,99287.STM2957
39804,99287.STM2957,99287.STM0817
39805,99287.STM0817,99287.STM3074
39806,99287.STM3074,99287.STM0817
39807,99287.STM0817,99287.STM3168
39808,99287.STM3168,99287.STM0817
39809,99287.STM0817,99287.STM3199
39810,99287.STM3199,99287.STM0817
39811,99287.STM0817,99287.STM3417
39812,99287.STM3417,99287.STM0817
39813,99287.STM0817,99287.STM3418
39814,99287.STM3418,99287.STM0817
39815,99287.STM0817,99287.STM3436
39816,99287.STM3436,99287.STM0817
39817,99287.STM0817,99287.STM3437
39818,99287.STM3437,99287.STM0817
39819,99287.STM0817,99287.STM3447
39820,99287.STM3447,99287.STM0817
39821,99287.STM0817,99287.STM3554
39822,99287.STM3554,99287.STM0817
39823,99287.STM0817,99287.STM3556
39824,99287.STM3556,99287.STM0817
39825,99287.STM0817,99287.STM3585
39826,99287.STM3585,99287.STM0817
39827,99287.STM0817,99287.STM3586
39828,99287.STM3586,99287.STM0817
39829,99287.STM0817,99287.STM3763
39830,99287.STM3763,99287.STM0817
39831,99287.STM0817,99287.STM3799
39832,99287.STM3799,99287.STM0817
39833,99287.STM0817,99287.STM4228
39834,99287.STM4228,99287.STM0817
39835,99287.STM0817,99287.STM4229
39836,99287.STM4229,99287.STM0817
39837,99287.STM0817,99287.STM4230
39838,99287.STM4230,99287.STM0817
39839,99287.STM0817,99287.STM4248
39840,99287.STM4248,99287.STM0817
39841,99287.STM0817,99287.STM4269
39842,99287.STM4269,99287.STM0817
39843,99287.STM0817,99287.STM4456
39844,99287.STM4456,99287.STM0817
39845,99287.STM0818,99287.STM2269
39846,99287.STM2269,99287.STM0818
39847,99287.STM0818,99287.STM2270
39848,99287.STM2270,99287.STM0818
39849,99287.STM0818,99287.STM3186
39850,99287.STM3186,99287.STM0818
39851,99287.STM0818,99287.STM3390
39852,99287.STM3390,99287.STM0818
39853,99287.STM0818,99287.STM3585
39854,99287.STM3585,99287.STM0818
39855,99287.STM0819,99287.STM2842
39856,99287.STM2842,99287.STM0819
39857,99287.STM0819,99287.STM3057
39858,99287.STM3057,99287.STM0819
39859,99287.STM0820,99287.STM0953
39860,99287.STM0953,99287.STM0820
39861,99287.STM0820,99287.STM0981
39862,99287.STM0981,99287.STM0820
39863,99287.STM0820,99287.STM0998
39864,99287.STM0998,99287.STM0820
39865,99287.STM0820,99287.STM1061
39866,99287.STM1061,99287.STM0820
39867,99287.STM0820,99287.STM1185
39868,99287.STM1185,99287.STM0820
39869,99287.STM0820,99287.STM1187
39870,99287.STM1187,99287.STM0820
39871,99287.STM0820,99287.STM1449
39872,99287.STM1449,99287.STM0820
39873,99287.STM0820,99287.STM1566
39874,99287.STM1566,99287.STM0820
39875,99287.STM0820,99287.STM1641
39876,99287.STM1641,99287.STM0820
39877,99287.STM0820,99287.STM1719
39878,99287.STM1719,99287.STM0820
39879,99287.STM0820,99287.STM1741
39880,99287.STM1741,99287.STM0820
39881,99287.STM0820,99287.STM1780
39882,99287.STM1780,99287.STM0820
39883,99287.STM0820,99287.STM1850
39884,99287.STM1850,99287.STM0820
39885,99287.STM0820,99287.STM1993
39886,99287.STM1993,99287.STM0820
39887,99287.STM0820,99287.STM2122
39888,99287.STM2122,99287.STM0820
39889,99287.STM0820,99287.STM2264
39890,99287.STM2264,99287.STM0820
39891,99287.STM0820,99287.STM2472
39892,99287.STM2472,99287.STM0820
39893,99287.STM0820,99287.STM2485
39894,99287.STM2485,99287.STM0820
39895,99287.STM0820,99287.STM2525
39896,99287.STM2525,99287.STM0820
39897,99287.STM0820,99287.STM2581
39898,99287.STM2581,99287.STM0820
39899,99287.STM0820,99287.STM2648
39900,99287.STM2648,99287.STM0820
39901,99287.STM0820,99287.STM2651
39902,99287.STM2651,99287.STM0820
39903,99287.STM0820,99287.STM2952
39904,99287.STM2952,99287.STM0820
39905,99287.STM0820,99287.STM3004
39906,99287.STM3004,99287.STM0820
39907,99287.STM0820,99287.STM3109
39908,99287.STM3109,99287.STM0820
39909,99287.STM0820,99287.STM3202
39910,99287.STM3202,99287.STM0820
39911,99287.STM0820,99287.STM3282
39912,99287.STM3282,99287.STM0820
39913,99287.STM0820,99287.STM3283
39914,99287.STM3283,99287.STM0820
39915,99287.STM0820,99287.STM3284
39916,99287.STM3284,99287.STM0820
39917,99287.STM0820,99287.STM3286
39918,99287.STM3286,99287.STM0820
39919,99287.STM0820,99287.STM3297
39920,99287.STM3297,99287.STM0820
39921,99287.STM0820,99287.STM3301
39922,99287.STM3301,99287.STM0820
39923,99287.STM0820,99287.STM3345
39924,99287.STM3345,99287.STM0820
39925,99287.STM0820,99287.STM3359
39926,99287.STM3359,99287.STM0820
39927,99287.STM0820,99287.STM3380
39928,99287.STM3380,99287.STM0820
39929,99287.STM0820,99287.STM3408
39930,99287.STM3408,99287.STM0820
39931,99287.STM0820,99287.STM3415
39932,99287.STM3415,99287.STM0820
39933,99287.STM0820,99287.STM3416
39934,99287.STM3416,99287.STM0820
39935,99287.STM0820,99287.STM3417
39936,99287.STM3417,99287.STM0820
39937,99287.STM0820,99287.STM3418
39938,99287.STM3418,99287.STM0820
39939,99287.STM0820,99287.STM3421
39940,99287.STM3421,99287.STM0820
39941,99287.STM0820,99287.STM3422
39942,99287.STM3422,99287.STM0820
39943,99287.STM0820,99287.STM3423
39944,99287.STM3423,99287.STM0820
39945,99287.STM0820,99287.STM3425
39946,99287.STM3425,99287.STM0820
39947,99287.STM0820,99287.STM3426
39948,99287.STM3426,99287.STM0820
39949,99287.STM0820,99287.STM3427
39950,99287.STM3427,99287.STM0820
39951,99287.STM0820,99287.STM3429
39952,99287.STM3429,99287.STM0820
39953,99287.STM0820,99287.STM3430
39954,99287.STM3430,99287.STM0820
39955,99287.STM0820,99287.STM3431
39956,99287.STM3431,99287.STM0820
39957,99287.STM0820,99287.STM3432
39958,99287.STM3432,99287.STM0820
39959,99287.STM0820,99287.STM3434
39960,99287.STM3434,99287.STM0820
39961,99287.STM0820,99287.STM3435
39962,99287.STM3435,99287.STM0820
39963,99287.STM0820,99287.STM3436
39964,99287.STM3436,99287.STM0820
39965,99287.STM0820,99287.STM3437
39966,99287.STM3437,99287.STM0820
39967,99287.STM0820,99287.STM3438
39968,99287.STM3438,99287.STM0820
39969,99287.STM0820,99287.STM3439
39970,99287.STM3439,99287.STM0820
39971,99287.STM0820,99287.STM3440
39972,99287.STM3440,99287.STM0820
39973,99287.STM0820,99287.STM3441
39974,99287.STM3441,99287.STM0820
39975,99287.STM0820,99287.STM3446
39976,99287.STM3446,99287.STM0820
39977,99287.STM0820,99287.STM3447
39978,99287.STM3447,99287.STM0820
39979,99287.STM0820,99287.STM3448
39980,99287.STM3448,99287.STM0820
39981,99287.STM0820,99287.STM3472
39982,99287.STM3472,99287.STM0820
39983,99287.STM0820,99287.STM3518
39984,99287.STM3518,99287.STM0820
39985,99287.STM0820,99287.STM3519
39986,99287.STM3519,99287.STM0820
39987,99287.STM0820,99287.STM3682
39988,99287.STM3682,99287.STM0820
39989,99287.STM0820,99287.STM3704
39990,99287.STM3704,99287.STM0820
39991,99287.STM0820,99287.STM3741
39992,99287.STM3741,99287.STM0820
39993,99287.STM0820,99287.STM3840
39994,99287.STM3840,99287.STM0820
39995,99287.STM0820,99287.STM4062
39996,99287.STM4062,99287.STM0820
39997,99287.STM0820,99287.STM4089
39998,99287.STM4089,99287.STM0820
39999,99287.STM0820,99287.STM4149
40000,99287.STM4149,99287.STM0820
40001,99287.STM0820,99287.STM4150
40002,99287.STM4150,99287.STM0820
40003,99287.STM0820,99287.STM4151
40004,99287.STM4151,99287.STM0820
40005,99287.STM0820,99287.STM4153
40006,99287.STM4153,99287.STM0820
40007,99287.STM0820,99287.STM4154
40008,99287.STM4154,99287.STM0820
40009,99287.STM0820,99287.STM4235
40010,99287.STM4235,99287.STM0820
40011,99287.STM0820,99287.STM4248
40012,99287.STM4248,99287.STM0820
40013,99287.STM0820,99287.STM4275
40014,99287.STM4275,99287.STM0820
40015,99287.STM0820,99287.STM4356
40016,99287.STM4356,99287.STM0820
40017,99287.STM0820,99287.STM4361
40018,99287.STM4361,99287.STM0820
40019,99287.STM0820,99287.STM4393
40020,99287.STM4393,99287.STM0820
40021,99287.STM0820,99287.STM4489
40022,99287.STM4489,99287.STM0820
40023,99287.STM0821,99287.STM0847
40024,99287.STM0847,99287.STM0821
40025,99287.STM0821,99287.STM0900
40026,99287.STM0900,99287.STM0821
40027,99287.STM0821,99287.STM0972
40028,99287.STM0972,99287.STM0821
40029,99287.STM0821,99287.STM1201
40030,99287.STM1201,99287.STM0821
40031,99287.STM0821,99287.STM1221
40032,99287.STM1221,99287.STM0821
40033,99287.STM0821,99287.STM1228
40034,99287.STM1228,99287.STM0821
40035,99287.STM0821,99287.STM1298
40036,99287.STM1298,99287.STM0821
40037,99287.STM0821,99287.STM1714
40038,99287.STM1714,99287.STM0821
40039,99287.STM0821,99287.STM1997
40040,99287.STM1997,99287.STM0821
40041,99287.STM0821,99287.STM2072
40042,99287.STM2072,99287.STM0821
40043,99287.STM0821,99287.STM2223
40044,99287.STM2223,99287.STM0821
40045,99287.STM0821,99287.STM2829
40046,99287.STM2829,99287.STM0821
40047,99287.STM0821,99287.STM2876
40048,99287.STM2876,99287.STM0821
40049,99287.STM0821,99287.STM2886
40050,99287.STM2886,99287.STM0821
40051,99287.STM0821,99287.STM2909
40052,99287.STM2909,99287.STM0821
40053,99287.STM0821,99287.STM2945
40054,99287.STM2945,99287.STM0821
40055,99287.STM0821,99287.STM2972
40056,99287.STM2972,99287.STM0821
40057,99287.STM0821,99287.STM3090
40058,99287.STM3090,99287.STM0821
40059,99287.STM0821,99287.STM3210
40060,99287.STM3210,99287.STM0821
40061,99287.STM0821,99287.STM3284
40062,99287.STM3284,99287.STM0821
40063,99287.STM0821,99287.STM3325
40064,99287.STM3325,99287.STM0821
40065,99287.STM0821,99287.STM3415
40066,99287.STM3415,99287.STM0821
40067,99287.STM0821,99287.STM3421
40068,99287.STM3421,99287.STM0821
40069,99287.STM0821,99287.STM3472
40070,99287.STM3472,99287.STM0821
40071,99287.STM0821,99287.STM3504
40072,99287.STM3504,99287.STM0821
40073,99287.STM0821,99287.STM3616
40074,99287.STM3616,99287.STM0821
40075,99287.STM0821,99287.STM3687
40076,99287.STM3687,99287.STM0821
40077,99287.STM0821,99287.STM3721
40078,99287.STM3721,99287.STM0821
40079,99287.STM0821,99287.STM3741
40080,99287.STM3741,99287.STM0821
40081,99287.STM0821,99287.STM3837
40082,99287.STM3837,99287.STM0821
40083,99287.STM0821,99287.STM3958
40084,99287.STM3958,99287.STM0821
40085,99287.STM0821,99287.STM3999
40086,99287.STM3999,99287.STM0821
40087,99287.STM0821,99287.STM4086
40088,99287.STM4086,99287.STM0821
40089,99287.STM0821,99287.STM4151
40090,99287.STM4151,99287.STM0821
40091,99287.STM0821,99287.STM4152
40092,99287.STM4152,99287.STM0821
40093,99287.STM0821,99287.STM4153
40094,99287.STM4153,99287.STM0821
40095,99287.STM0821,99287.STM4154
40096,99287.STM4154,99287.STM0821
40097,99287.STM0821,99287.STM4256
40098,99287.STM4256,99287.STM0821
40099,99287.STM0821,99287.STM4347
40100,99287.STM4347,99287.STM0821
40101,99287.STM0821,99287.STM4359
40102,99287.STM4359,99287.STM0821
40103,99287.STM0821,99287.STM4476
40104,99287.STM4476,99287.STM0821
40105,99287.STM0821,99287.STM4489
40106,99287.STM4489,99287.STM0821
40107,99287.STM0822,99287.STM1723
40108,99287.STM1723,99287.STM0822
40109,99287.STM0822,99287.STM1724
40110,99287.STM1724,99287.STM0822
40111,99287.STM0822,99287.STM1725
40112,99287.STM1725,99287.STM0822
40113,99287.STM0822,99287.STM1824
40114,99287.STM1824,99287.STM0822
40115,99287.STM0822,99287.STM2166
40116,99287.STM2166,99287.STM0822
40117,99287.STM0822,99287.STM3286
40118,99287.STM3286,99287.STM0822
40119,99287.STM0822,99287.STM3417
40120,99287.STM3417,99287.STM0822
40121,99287.STM0822,99287.STM3469
40122,99287.STM3469,99287.STM0822
40123,99287.STM0825,99287.STM0973
40124,99287.STM0973,99287.STM0825
40125,99287.STM0825,99287.STM1333
40126,99287.STM1333,99287.STM0825
40127,99287.STM0825,99287.STM2338
40128,99287.STM2338,99287.STM0825
40129,99287.STM0825,99287.STM2466
40130,99287.STM2466,99287.STM0825
40131,99287.STM0825,99287.STM4275
40132,99287.STM4275,99287.STM0825
40133,99287.STM0826,99287.STM0840
40134,99287.STM0840,99287.STM0826
40135,99287.STM0826,99287.STM0842
40136,99287.STM0842,99287.STM0826
40137,99287.STM0826,99287.STM0867
40138,99287.STM0867,99287.STM0826
40139,99287.STM0826,99287.STM1237
40140,99287.STM1237,99287.STM0826
40141,99287.STM0826,99287.STM1378
40142,99287.STM1378,99287.STM0826
40143,99287.STM0826,99287.STM1449
40144,99287.STM1449,99287.STM0826
40145,99287.STM0826,99287.STM1888
40146,99287.STM1888,99287.STM0826
40147,99287.STM0826,99287.STM2155
40148,99287.STM2155,99287.STM0826
40149,99287.STM0826,99287.STM3061
40150,99287.STM3061,99287.STM0826
40151,99287.STM0827,99287.STM1566
40152,99287.STM1566,99287.STM0827
40153,99287.STM0827,99287.STM1928
40154,99287.STM1928,99287.STM0827
40155,99287.STM0827,99287.STM2276
40156,99287.STM2276,99287.STM0827
40157,99287.STM0827,99287.STM2582
40158,99287.STM2582,99287.STM0827
40159,99287.STM0827,99287.STM3513
40160,99287.STM3513,99287.STM0827
40161,99287.STM0827,99287.STM4085
40162,99287.STM4085,99287.STM0827
40163,99287.STM0828,99287.STM0829
40164,99287.STM0829,99287.STM0828
40165,99287.STM0828,99287.STM0830
40166,99287.STM0830,99287.STM0828
40167,99287.STM0828,99287.STM0850
40168,99287.STM0850,99287.STM0828
40169,99287.STM0828,99287.STM0851
40170,99287.STM0851,99287.STM0828
40171,99287.STM0828,99287.STM0887
40172,99287.STM0887,99287.STM0828
40173,99287.STM0828,99287.STM0888
40174,99287.STM0888,99287.STM0828
40175,99287.STM0828,99287.STM0890
40176,99287.STM0890,99287.STM0828
40177,99287.STM0828,99287.STM0942
40178,99287.STM0942,99287.STM0828
40179,99287.STM0828,99287.STM0970
40180,99287.STM0970,99287.STM0828
40181,99287.STM0828,99287.STM1187
40182,99287.STM1187,99287.STM0828
40183,99287.STM0828,99287.STM1218
40184,99287.STM1218,99287.STM0828
40185,99287.STM0828,99287.STM1256
40186,99287.STM1256,99287.STM0828
40187,99287.STM0828,99287.STM1257
40188,99287.STM1257,99287.STM0828
40189,99287.STM0828,99287.STM1259
40190,99287.STM1259,99287.STM0828
40191,99287.STM0828,99287.STM1493
40192,99287.STM1493,99287.STM0828
40193,99287.STM0828,99287.STM1562
40194,99287.STM1562,99287.STM0828
40195,99287.STM0828,99287.STM1742
40196,99287.STM1742,99287.STM0828
40197,99287.STM0828,99287.STM1743
40198,99287.STM1743,99287.STM0828
40199,99287.STM0828,99287.STM1744
40200,99287.STM1744,99287.STM0828
40201,99287.STM0828,99287.STM1745
40202,99287.STM1745,99287.STM0828
40203,99287.STM0828,99287.STM1952
40204,99287.STM1952,99287.STM0828
40205,99287.STM0828,99287.STM1954
40206,99287.STM1954,99287.STM0828
40207,99287.STM0828,99287.STM2165
40208,99287.STM2165,99287.STM0828
40209,99287.STM0828,99287.STM2200
40210,99287.STM2200,99287.STM0828
40211,99287.STM0828,99287.STM2352
40212,99287.STM2352,99287.STM0828
40213,99287.STM0828,99287.STM2354
40214,99287.STM2354,99287.STM0828
40215,99287.STM0828,99287.STM2355
40216,99287.STM2355,99287.STM0828
40217,99287.STM0828,99287.STM2357
40218,99287.STM2357,99287.STM0828
40219,99287.STM0828,99287.STM2384
40220,99287.STM2384,99287.STM0828
40221,99287.STM0828,99287.STM2567
40222,99287.STM2567,99287.STM0828
40223,99287.STM0828,99287.STM2909
40224,99287.STM2909,99287.STM0828
40225,99287.STM0828,99287.STM3276
40226,99287.STM3276,99287.STM0828
40227,99287.STM0828,99287.STM3562
40228,99287.STM3562,99287.STM0828
40229,99287.STM0828,99287.STM3564
40230,99287.STM3564,99287.STM0828
40231,99287.STM0828,99287.STM3567
40232,99287.STM3567,99287.STM0828
40233,99287.STM0828,99287.STM3626
40234,99287.STM3626,99287.STM0828
40235,99287.STM0828,99287.STM3627
40236,99287.STM3627,99287.STM0828
40237,99287.STM0828,99287.STM3628
40238,99287.STM3628,99287.STM0828
40239,99287.STM0828,99287.STM3629
40240,99287.STM3629,99287.STM0828
40241,99287.STM0828,99287.STM3854
40242,99287.STM3854,99287.STM0828
40243,99287.STM0828,99287.STM3855
40244,99287.STM3855,99287.STM0828
40245,99287.STM0828,99287.STM3856
40246,99287.STM3856,99287.STM0828
40247,99287.STM0828,99287.STM3857
40248,99287.STM3857,99287.STM0828
40249,99287.STM0828,99287.STM4246
40250,99287.STM4246,99287.STM0828
40251,99287.STM0828,99287.STM4351
40252,99287.STM4351,99287.STM0828
40253,99287.STM0829,99287.STM0830
40254,99287.STM0830,99287.STM0829
40255,99287.STM0829,99287.STM0835
40256,99287.STM0835,99287.STM0829
40257,99287.STM0829,99287.STM0849
40258,99287.STM0849,99287.STM0829
40259,99287.STM0829,99287.STM0878
40260,99287.STM0878,99287.STM0829
40261,99287.STM0829,99287.STM0879
40262,99287.STM0879,99287.STM0829
40263,99287.STM0829,99287.STM0880
40264,99287.STM0880,99287.STM0829
40265,99287.STM0829,99287.STM0887
40266,99287.STM0887,99287.STM0829
40267,99287.STM0829,99287.STM0888
40268,99287.STM0888,99287.STM0829
40269,99287.STM0829,99287.STM0889
40270,99287.STM0889,99287.STM0829
40271,99287.STM0829,99287.STM0890
40272,99287.STM0890,99287.STM0829
40273,99287.STM0829,99287.STM0891
40274,99287.STM0891,99287.STM0829
40275,99287.STM0829,99287.STM0942
40276,99287.STM0942,99287.STM0829
40277,99287.STM0829,99287.STM0956
40278,99287.STM0956,99287.STM0829
40279,99287.STM0829,99287.STM0957
40280,99287.STM0957,99287.STM0829
40281,99287.STM0829,99287.STM0984
40282,99287.STM0984,99287.STM0829
40283,99287.STM0829,99287.STM1151
40284,99287.STM1151,99287.STM0829
40285,99287.STM0829,99287.STM1218
40286,99287.STM1218,99287.STM0829
40287,99287.STM0829,99287.STM1223
40288,99287.STM1223,99287.STM0829
40289,99287.STM0829,99287.STM1225
40290,99287.STM1225,99287.STM0829
40291,99287.STM0829,99287.STM1226
40292,99287.STM1226,99287.STM0829
40293,99287.STM0829,99287.STM1285
40294,99287.STM1285,99287.STM0829
40295,99287.STM0829,99287.STM1340
40296,99287.STM1340,99287.STM0829
40297,99287.STM0829,99287.STM1342
40298,99287.STM1342,99287.STM0829
40299,99287.STM0829,99287.STM1493
40300,99287.STM1493,99287.STM0829
40301,99287.STM0829,99287.STM1679
40302,99287.STM1679,99287.STM0829
40303,99287.STM0829,99287.STM1692
40304,99287.STM1692,99287.STM0829
40305,99287.STM0829,99287.STM1746
40306,99287.STM1746,99287.STM0829
40307,99287.STM0829,99287.STM1892
40308,99287.STM1892,99287.STM0829
40309,99287.STM0829,99287.STM1893
40310,99287.STM1893,99287.STM0829
40311,99287.STM0829,99287.STM1951
40312,99287.STM1951,99287.STM0829
40313,99287.STM0829,99287.STM1952
40314,99287.STM1952,99287.STM0829
40315,99287.STM0829,99287.STM2165
40316,99287.STM2165,99287.STM0829
40317,99287.STM0829,99287.STM2189
40318,99287.STM2189,99287.STM0829
40319,99287.STM0829,99287.STM2200
40320,99287.STM2200,99287.STM0829
40321,99287.STM0829,99287.STM2216
40322,99287.STM2216,99287.STM0829
40323,99287.STM0829,99287.STM2253
40324,99287.STM2253,99287.STM0829
40325,99287.STM0829,99287.STM2254
40326,99287.STM2254,99287.STM0829
40327,99287.STM0829,99287.STM2263
40328,99287.STM2263,99287.STM0829
40329,99287.STM0829,99287.STM2352
40330,99287.STM2352,99287.STM0829
40331,99287.STM0829,99287.STM2353
40332,99287.STM2353,99287.STM0829
40333,99287.STM0829,99287.STM2357
40334,99287.STM2357,99287.STM0829
40335,99287.STM0829,99287.STM2441
40336,99287.STM2441,99287.STM0829
40337,99287.STM0829,99287.STM2774
40338,99287.STM2774,99287.STM0829
40339,99287.STM0829,99287.STM2809
40340,99287.STM2809,99287.STM0829
40341,99287.STM0829,99287.STM2810
40342,99287.STM2810,99287.STM0829
40343,99287.STM0829,99287.STM2811
40344,99287.STM2811,99287.STM0829
40345,99287.STM0829,99287.STM2934
40346,99287.STM2934,99287.STM0829
40347,99287.STM0829,99287.STM3276
40348,99287.STM3276,99287.STM0829
40349,99287.STM0829,99287.STM3312
40350,99287.STM3312,99287.STM0829
40351,99287.STM0829,99287.STM3319
40352,99287.STM3319,99287.STM0829
40353,99287.STM0829,99287.STM3514
40354,99287.STM3514,99287.STM0829
40355,99287.STM0829,99287.STM3534
40356,99287.STM3534,99287.STM0829
40357,99287.STM0829,99287.STM3554
40358,99287.STM3554,99287.STM0829
40359,99287.STM0829,99287.STM3555
40360,99287.STM3555,99287.STM0829
40361,99287.STM0829,99287.STM3556
40362,99287.STM3556,99287.STM0829
40363,99287.STM0829,99287.STM3560
40364,99287.STM3560,99287.STM0829
40365,99287.STM0829,99287.STM3562
40366,99287.STM3562,99287.STM0829
40367,99287.STM0829,99287.STM3585
40368,99287.STM3585,99287.STM0829
40369,99287.STM0829,99287.STM3586
40370,99287.STM3586,99287.STM0829
40371,99287.STM0829,99287.STM3630
40372,99287.STM3630,99287.STM0829
40373,99287.STM0829,99287.STM3818
40374,99287.STM3818,99287.STM0829
40375,99287.STM0829,99287.STM3819
40376,99287.STM3819,99287.STM0829
40377,99287.STM0829,99287.STM3857
40378,99287.STM3857,99287.STM0829
40379,99287.STM0829,99287.STM3862
40380,99287.STM3862,99287.STM0829
40381,99287.STM0829,99287.STM3882
40382,99287.STM3882,99287.STM0829
40383,99287.STM0829,99287.STM3883
40384,99287.STM3883,99287.STM0829
