,Interactor_A_ID,Interactor_B_ID
9775,99287.STM0112,99287.STM0308
9776,99287.STM0308,99287.STM0112
9777,99287.STM0112,99287.STM0311
9778,99287.STM0311,99287.STM0112
9779,99287.STM0112,99287.STM0329
9780,99287.STM0329,99287.STM0112
9781,99287.STM0112,99287.STM0330
9782,99287.STM0330,99287.STM0112
9783,99287.STM0112,99287.STM0332
9784,99287.STM0332,99287.STM0112
9785,99287.STM0112,99287.STM0368
9786,99287.STM0368,99287.STM0112
9787,99287.STM0112,99287.STM0369
9788,99287.STM0369,99287.STM0112
9789,99287.STM0112,99287.STM0450
9790,99287.STM0450,99287.STM0112
9791,99287.STM0112,99287.STM0529
9792,99287.STM0529,99287.STM0112
9793,99287.STM0112,99287.STM0530
9794,99287.STM0530,99287.STM0112
9795,99287.STM0112,99287.STM0564
9796,99287.STM0564,99287.STM0112
9797,99287.STM0112,99287.STM0603
9798,99287.STM0603,99287.STM0112
9799,99287.STM0112,99287.STM0631
9800,99287.STM0631,99287.STM0112
9801,99287.STM0112,99287.STM0690
9802,99287.STM0690,99287.STM0112
9803,99287.STM0112,99287.STM0691
9804,99287.STM0691,99287.STM0112
9805,99287.STM0112,99287.STM0696
9806,99287.STM0696,99287.STM0112
9807,99287.STM0112,99287.STM0730
9808,99287.STM0730,99287.STM0112
9809,99287.STM0112,99287.STM0734
9810,99287.STM0734,99287.STM0112
9811,99287.STM0112,99287.STM0735
9812,99287.STM0735,99287.STM0112
9813,99287.STM0112,99287.STM0736
9814,99287.STM0736,99287.STM0112
9815,99287.STM0112,99287.STM0737
9816,99287.STM0737,99287.STM0112
9817,99287.STM0112,99287.STM0738
9818,99287.STM0738,99287.STM0112
9819,99287.STM0112,99287.STM0739
9820,99287.STM0739,99287.STM0112
9821,99287.STM0112,99287.STM0922
9822,99287.STM0922,99287.STM0112
9823,99287.STM0112,99287.STM0963
9824,99287.STM0963,99287.STM0112
9825,99287.STM0112,99287.STM0972
9826,99287.STM0972,99287.STM0112
9827,99287.STM0112,99287.STM0998
9828,99287.STM0998,99287.STM0112
9829,99287.STM0112,99287.STM1002
9830,99287.STM1002,99287.STM0112
9831,99287.STM0112,99287.STM1046
9832,99287.STM1046,99287.STM0112
9833,99287.STM0112,99287.STM1057
9834,99287.STM1057,99287.STM0112
9835,99287.STM0112,99287.STM1124
9836,99287.STM1124,99287.STM0112
9837,99287.STM0112,99287.STM1160
9838,99287.STM1160,99287.STM0112
9839,99287.STM0112,99287.STM1196
9840,99287.STM1196,99287.STM0112
9841,99287.STM0112,99287.STM1232
9842,99287.STM1232,99287.STM0112
9843,99287.STM0112,99287.STM1238
9844,99287.STM1238,99287.STM0112
9845,99287.STM0112,99287.STM1299
9846,99287.STM1299,99287.STM0112
9847,99287.STM0112,99287.STM1303
9848,99287.STM1303,99287.STM0112
9849,99287.STM0112,99287.STM1365
9850,99287.STM1365,99287.STM0112
9851,99287.STM0112,99287.STM1469
9852,99287.STM1469,99287.STM0112
9853,99287.STM0112,99287.STM1549
9854,99287.STM1549,99287.STM0112
9855,99287.STM0112,99287.STM1570
9856,99287.STM1570,99287.STM0112
9857,99287.STM0112,99287.STM1623
9858,99287.STM1623,99287.STM0112
9859,99287.STM0112,99287.STM1651
9860,99287.STM1651,99287.STM0112
9861,99287.STM0112,99287.STM1712
9862,99287.STM1712,99287.STM0112
9863,99287.STM0112,99287.STM1780
9864,99287.STM1780,99287.STM0112
9865,99287.STM0112,99287.STM1795
9866,99287.STM1795,99287.STM0112
9867,99287.STM0112,99287.STM1803
9868,99287.STM1803,99287.STM0112
9869,99287.STM0112,99287.STM1822
9870,99287.STM1822,99287.STM0112
9871,99287.STM0112,99287.STM1877
9872,99287.STM1877,99287.STM0112
9873,99287.STM0112,99287.STM2167
9874,99287.STM2167,99287.STM0112
9875,99287.STM0112,99287.STM2187
9876,99287.STM2187,99287.STM0112
9877,99287.STM0112,99287.STM2308
9878,99287.STM2308,99287.STM0112
9879,99287.STM0112,99287.STM2321
9880,99287.STM2321,99287.STM0112
9881,99287.STM0112,99287.STM2323
9882,99287.STM2323,99287.STM0112
9883,99287.STM0112,99287.STM2324
9884,99287.STM2324,99287.STM0112
9885,99287.STM0112,99287.STM2325
9886,99287.STM2325,99287.STM0112
9887,99287.STM0112,99287.STM2326
9888,99287.STM2326,99287.STM0112
9889,99287.STM0112,99287.STM2327
9890,99287.STM2327,99287.STM0112
9891,99287.STM0112,99287.STM2331
9892,99287.STM2331,99287.STM0112
9893,99287.STM0112,99287.STM2379
9894,99287.STM2379,99287.STM0112
9895,99287.STM0112,99287.STM2402
9896,99287.STM2402,99287.STM0112
9897,99287.STM0112,99287.STM2527
9898,99287.STM2527,99287.STM0112
9899,99287.STM0112,99287.STM2533
9900,99287.STM2533,99287.STM0112
9901,99287.STM0112,99287.STM2548
9902,99287.STM2548,99287.STM0112
9903,99287.STM0112,99287.STM2550
9904,99287.STM2550,99287.STM0112
9905,99287.STM0112,99287.STM2591
9906,99287.STM2591,99287.STM0112
9907,99287.STM0112,99287.STM2651
9908,99287.STM2651,99287.STM0112
9909,99287.STM0112,99287.STM2848
9910,99287.STM2848,99287.STM0112
9911,99287.STM0112,99287.STM2881
9912,99287.STM2881,99287.STM0112
9913,99287.STM0112,99287.STM2945
9914,99287.STM2945,99287.STM0112
9915,99287.STM0112,99287.STM2953
9916,99287.STM2953,99287.STM0112
9917,99287.STM0112,99287.STM2995
9918,99287.STM2995,99287.STM0112
9919,99287.STM0112,99287.STM3128
9920,99287.STM3128,99287.STM0112
9921,99287.STM0112,99287.STM3133
9922,99287.STM3133,99287.STM0112
9923,99287.STM0112,99287.STM3200
9924,99287.STM3200,99287.STM0112
9925,99287.STM0112,99287.STM3218
9926,99287.STM3218,99287.STM0112
9927,99287.STM0112,99287.STM3244
9928,99287.STM3244,99287.STM0112
9929,99287.STM0112,99287.STM3325
9930,99287.STM3325,99287.STM0112
9931,99287.STM0112,99287.STM3330
9932,99287.STM3330,99287.STM0112
9933,99287.STM0112,99287.STM3359
9934,99287.STM3359,99287.STM0112
9935,99287.STM0112,99287.STM3422
9936,99287.STM3422,99287.STM0112
9937,99287.STM0112,99287.STM3433
9938,99287.STM3433,99287.STM0112
9939,99287.STM0112,99287.STM3468
9940,99287.STM3468,99287.STM0112
9941,99287.STM0112,99287.STM3509
9942,99287.STM3509,99287.STM0112
9943,99287.STM0112,99287.STM3597
9944,99287.STM3597,99287.STM0112
9945,99287.STM0112,99287.STM3613
9946,99287.STM3613,99287.STM0112
9947,99287.STM0112,99287.STM3704
9948,99287.STM3704,99287.STM0112
9949,99287.STM0112,99287.STM3721
9950,99287.STM3721,99287.STM0112
9951,99287.STM0112,99287.STM3795
9952,99287.STM3795,99287.STM0112
9953,99287.STM0112,99287.STM3796
9954,99287.STM3796,99287.STM0112
9955,99287.STM0112,99287.STM3865
9956,99287.STM3865,99287.STM0112
9957,99287.STM0112,99287.STM3866
9958,99287.STM3866,99287.STM0112
9959,99287.STM0112,99287.STM3867
9960,99287.STM3867,99287.STM0112
9961,99287.STM0112,99287.STM3901
9962,99287.STM3901,99287.STM0112
9963,99287.STM0112,99287.STM3902
9964,99287.STM3902,99287.STM0112
9965,99287.STM0112,99287.STM3905
9966,99287.STM3905,99287.STM0112
9967,99287.STM0112,99287.STM4037
9968,99287.STM4037,99287.STM0112
9969,99287.STM0112,99287.STM4062
9970,99287.STM4062,99287.STM0112
9971,99287.STM0112,99287.STM4086
9972,99287.STM4086,99287.STM0112
9973,99287.STM0112,99287.STM4123
9974,99287.STM4123,99287.STM0112
9975,99287.STM0112,99287.STM4126
9976,99287.STM4126,99287.STM0112
9977,99287.STM0112,99287.STM4151
9978,99287.STM4151,99287.STM0112
9979,99287.STM0112,99287.STM4183
9980,99287.STM4183,99287.STM0112
9981,99287.STM0112,99287.STM4248
9982,99287.STM4248,99287.STM0112
9983,99287.STM0112,99287.STM4285
9984,99287.STM4285,99287.STM0112
9985,99287.STM0112,99287.STM4330
9986,99287.STM4330,99287.STM0112
9987,99287.STM0112,99287.STM4342
9988,99287.STM4342,99287.STM0112
9989,99287.STM0112,99287.STM4343
9990,99287.STM4343,99287.STM0112
9991,99287.STM0112,99287.STM4366
9992,99287.STM4366,99287.STM0112
9993,99287.STM0112,99287.STM4414
9994,99287.STM4414,99287.STM0112
9995,99287.STM0112,99287.STM4458
9996,99287.STM4458,99287.STM0112
9997,99287.STM0112,99287.STM4500
9998,99287.STM4500,99287.STM0112
9999,99287.STM0113,99287.STM0116
10000,99287.STM0116,99287.STM0113
10001,99287.STM0113,99287.STM0117
10002,99287.STM0117,99287.STM0113
10003,99287.STM0113,99287.STM0152
10004,99287.STM0152,99287.STM0113
10005,99287.STM0113,99287.STM0153
10006,99287.STM0153,99287.STM0113
10007,99287.STM0113,99287.STM0166
10008,99287.STM0166,99287.STM0113
10009,99287.STM0113,99287.STM0232
10010,99287.STM0232,99287.STM0113
10011,99287.STM0113,99287.STM0329
10012,99287.STM0329,99287.STM0113
10013,99287.STM0113,99287.STM0330
10014,99287.STM0330,99287.STM0113
10015,99287.STM0113,99287.STM0354
10016,99287.STM0354,99287.STM0113
10017,99287.STM0113,99287.STM0371
10018,99287.STM0371,99287.STM0113
10019,99287.STM0113,99287.STM0487
10020,99287.STM0487,99287.STM0113
10021,99287.STM0113,99287.STM0499
10022,99287.STM0499,99287.STM0113
10023,99287.STM0113,99287.STM0537
10024,99287.STM0537,99287.STM0113
10025,99287.STM0113,99287.STM0659
10026,99287.STM0659,99287.STM0113
10027,99287.STM0113,99287.STM0690
10028,99287.STM0690,99287.STM0113
10029,99287.STM0113,99287.STM0738
10030,99287.STM0738,99287.STM0113
10031,99287.STM0113,99287.STM0739
10032,99287.STM0739,99287.STM0113
10033,99287.STM0113,99287.STM0768
10034,99287.STM0768,99287.STM0113
10035,99287.STM0113,99287.STM0820
10036,99287.STM0820,99287.STM0113
10037,99287.STM0113,99287.STM0843
10038,99287.STM0843,99287.STM0113
10039,99287.STM0113,99287.STM0935
10040,99287.STM0935,99287.STM0113
10041,99287.STM0113,99287.STM0973
10042,99287.STM0973,99287.STM0113
10043,99287.STM0113,99287.STM0981
10044,99287.STM0981,99287.STM0113
10045,99287.STM0113,99287.STM1057
10046,99287.STM1057,99287.STM0113
10047,99287.STM0113,99287.STM1105
10048,99287.STM1105,99287.STM0113
10049,99287.STM0113,99287.STM1111
10050,99287.STM1111,99287.STM0113
10051,99287.STM0113,99287.STM1196
10052,99287.STM1196,99287.STM0113
10053,99287.STM0113,99287.STM1197
10054,99287.STM1197,99287.STM0113
10055,99287.STM0113,99287.STM1198
10056,99287.STM1198,99287.STM0113
10057,99287.STM0113,99287.STM1221
10058,99287.STM1221,99287.STM0113
10059,99287.STM0113,99287.STM1266
10060,99287.STM1266,99287.STM0113
10061,99287.STM0113,99287.STM1349
10062,99287.STM1349,99287.STM0113
10063,99287.STM0113,99287.STM1350
10064,99287.STM1350,99287.STM0113
10065,99287.STM0113,99287.STM1357
10066,99287.STM1357,99287.STM0113
10067,99287.STM0113,99287.STM1365
10068,99287.STM1365,99287.STM0113
10069,99287.STM0113,99287.STM1378
10070,99287.STM1378,99287.STM0113
10071,99287.STM0113,99287.STM1390
10072,99287.STM1390,99287.STM0113
10073,99287.STM0113,99287.STM1566
10074,99287.STM1566,99287.STM0113
10075,99287.STM0113,99287.STM1620
10076,99287.STM1620,99287.STM0113
10077,99287.STM0113,99287.STM1651
10078,99287.STM1651,99287.STM0113
10079,99287.STM0113,99287.STM1655
10080,99287.STM1655,99287.STM0113
10081,99287.STM0113,99287.STM1712
10082,99287.STM1712,99287.STM0113
10083,99287.STM0113,99287.STM1725
10084,99287.STM1725,99287.STM0113
10085,99287.STM0113,99287.STM1741
10086,99287.STM1741,99287.STM0113
10087,99287.STM0113,99287.STM1780
10088,99287.STM1780,99287.STM0113
10089,99287.STM0113,99287.STM1818
10090,99287.STM1818,99287.STM0113
10091,99287.STM0113,99287.STM1886
10092,99287.STM1886,99287.STM0113
10093,99287.STM0113,99287.STM1888
10094,99287.STM1888,99287.STM0113
10095,99287.STM0113,99287.STM1920
10096,99287.STM1920,99287.STM0113
10097,99287.STM0113,99287.STM2047
10098,99287.STM2047,99287.STM0113
10099,99287.STM0113,99287.STM2125
10100,99287.STM2125,99287.STM0113
10101,99287.STM0113,99287.STM2160
10102,99287.STM2160,99287.STM0113
10103,99287.STM0113,99287.STM2167
10104,99287.STM2167,99287.STM0113
10105,99287.STM0113,99287.STM2187
10106,99287.STM2187,99287.STM0113
10107,99287.STM0113,99287.STM2261
10108,99287.STM2261,99287.STM0113
10109,99287.STM0113,99287.STM2287
10110,99287.STM2287,99287.STM0113
10111,99287.STM0113,99287.STM2305
10112,99287.STM2305,99287.STM0113
10113,99287.STM0113,99287.STM2321
10114,99287.STM2321,99287.STM0113
10115,99287.STM0113,99287.STM2338
10116,99287.STM2338,99287.STM0113
10117,99287.STM0113,99287.STM2365
10118,99287.STM2365,99287.STM0113
10119,99287.STM0113,99287.STM2366
10120,99287.STM2366,99287.STM0113
10121,99287.STM0113,99287.STM2378
10122,99287.STM2378,99287.STM0113
10123,99287.STM0113,99287.STM2388
10124,99287.STM2388,99287.STM0113
10125,99287.STM0113,99287.STM2389
10126,99287.STM2389,99287.STM0113
10127,99287.STM0113,99287.STM2425
10128,99287.STM2425,99287.STM0113
10129,99287.STM0113,99287.STM2466
10130,99287.STM2466,99287.STM0113
10131,99287.STM0113,99287.STM2472
10132,99287.STM2472,99287.STM0113
10133,99287.STM0113,99287.STM2485
10134,99287.STM2485,99287.STM0113
10135,99287.STM0113,99287.STM2527
10136,99287.STM2527,99287.STM0113
10137,99287.STM0113,99287.STM2539
10138,99287.STM2539,99287.STM0113
10139,99287.STM0113,99287.STM2576
10140,99287.STM2576,99287.STM0113
10141,99287.STM0113,99287.STM2643
10142,99287.STM2643,99287.STM0113
10143,99287.STM0113,99287.STM2651
10144,99287.STM2651,99287.STM0113
10145,99287.STM0113,99287.STM2667
10146,99287.STM2667,99287.STM0113
10147,99287.STM0113,99287.STM2848
10148,99287.STM2848,99287.STM0113
10149,99287.STM0113,99287.STM2876
10150,99287.STM2876,99287.STM0113
10151,99287.STM0113,99287.STM2881
10152,99287.STM2881,99287.STM0113
10153,99287.STM0113,99287.STM2886
10154,99287.STM2886,99287.STM0113
10155,99287.STM0113,99287.STM3010
10156,99287.STM3010,99287.STM0113
10157,99287.STM0113,99287.STM3019
10158,99287.STM3019,99287.STM0113
10159,99287.STM0113,99287.STM3171
10160,99287.STM3171,99287.STM0113
10161,99287.STM0113,99287.STM3207
10162,99287.STM3207,99287.STM0113
10163,99287.STM0113,99287.STM3241
10164,99287.STM3241,99287.STM0113
10165,99287.STM0113,99287.STM3280
10166,99287.STM3280,99287.STM0113
10167,99287.STM0113,99287.STM3282
10168,99287.STM3282,99287.STM0113
10169,99287.STM0113,99287.STM3290
10170,99287.STM3290,99287.STM0113
10171,99287.STM0113,99287.STM3345
10172,99287.STM3345,99287.STM0113
10173,99287.STM0113,99287.STM3351
10174,99287.STM3351,99287.STM0113
10175,99287.STM0113,99287.STM3352
10176,99287.STM3352,99287.STM0113
10177,99287.STM0113,99287.STM3359
10178,99287.STM3359,99287.STM0113
10179,99287.STM0113,99287.STM3379
10180,99287.STM3379,99287.STM0113
10181,99287.STM0113,99287.STM3380
10182,99287.STM3380,99287.STM0113
10183,99287.STM0113,99287.STM3412
10184,99287.STM3412,99287.STM0113
10185,99287.STM0113,99287.STM3416
10186,99287.STM3416,99287.STM0113
10187,99287.STM0113,99287.STM3433
10188,99287.STM3433,99287.STM0113
10189,99287.STM0113,99287.STM3531
10190,99287.STM3531,99287.STM0113
10191,99287.STM0113,99287.STM3616
10192,99287.STM3616,99287.STM0113
10193,99287.STM0113,99287.STM3672
10194,99287.STM3672,99287.STM0113
10195,99287.STM0113,99287.STM3694
10196,99287.STM3694,99287.STM0113
10197,99287.STM0113,99287.STM3795
10198,99287.STM3795,99287.STM0113
10199,99287.STM0113,99287.STM3796
10200,99287.STM3796,99287.STM0113
10201,99287.STM0113,99287.STM3901
10202,99287.STM3901,99287.STM0113
10203,99287.STM0113,99287.STM3902
10204,99287.STM3902,99287.STM0113
10205,99287.STM0113,99287.STM3903
10206,99287.STM3903,99287.STM0113
10207,99287.STM0113,99287.STM3904
10208,99287.STM3904,99287.STM0113
10209,99287.STM0113,99287.STM3914
10210,99287.STM3914,99287.STM0113
10211,99287.STM0113,99287.STM3982
10212,99287.STM3982,99287.STM0113
10213,99287.STM0113,99287.STM3983
10214,99287.STM3983,99287.STM0113
10215,99287.STM0113,99287.STM4052
10216,99287.STM4052,99287.STM0113
10217,99287.STM0113,99287.STM4114
10218,99287.STM4114,99287.STM0113
10219,99287.STM0113,99287.STM4183
10220,99287.STM4183,99287.STM0113
10221,99287.STM0113,99287.STM4195
10222,99287.STM4195,99287.STM0113
10223,99287.STM0113,99287.STM4266
10224,99287.STM4266,99287.STM0113
10225,99287.STM0113,99287.STM4275
10226,99287.STM4275,99287.STM0113
10227,99287.STM0113,99287.STM4320
10228,99287.STM4320,99287.STM0113
10229,99287.STM0113,99287.STM4421
10230,99287.STM4421,99287.STM0113
10231,99287.STM0115,99287.STM1207
10232,99287.STM1207,99287.STM0115
10233,99287.STM0115,99287.STM2131
10234,99287.STM2131,99287.STM0115
10235,99287.STM0115,99287.STM3380
10236,99287.STM3380,99287.STM0115
10237,99287.STM0116,99287.STM0117
10238,99287.STM0117,99287.STM0116
10239,99287.STM0116,99287.STM0152
10240,99287.STM0152,99287.STM0116
10241,99287.STM0116,99287.STM0166
10242,99287.STM0166,99287.STM0116
10243,99287.STM0116,99287.STM0368
10244,99287.STM0368,99287.STM0116
10245,99287.STM0116,99287.STM0371
10246,99287.STM0371,99287.STM0116
10247,99287.STM0116,99287.STM0517
10248,99287.STM0517,99287.STM0116
10249,99287.STM0116,99287.STM0528
10250,99287.STM0528,99287.STM0116
10251,99287.STM0116,99287.STM0622
10252,99287.STM0622,99287.STM0116
10253,99287.STM0116,99287.STM0766
10254,99287.STM0766,99287.STM0116
10255,99287.STM0116,99287.STM0768
10256,99287.STM0768,99287.STM0116
10257,99287.STM0116,99287.STM0843
10258,99287.STM0843,99287.STM0116
10259,99287.STM0116,99287.STM0935
10260,99287.STM0935,99287.STM0116
10261,99287.STM0116,99287.STM0973
10262,99287.STM0973,99287.STM0116
10263,99287.STM0116,99287.STM1345
10264,99287.STM1345,99287.STM0116
10265,99287.STM0116,99287.STM1349
10266,99287.STM1349,99287.STM0116
10267,99287.STM0116,99287.STM1365
10268,99287.STM1365,99287.STM0116
10269,99287.STM0116,99287.STM1378
10270,99287.STM1378,99287.STM0116
10271,99287.STM0116,99287.STM1469
10272,99287.STM1469,99287.STM0116
10273,99287.STM0116,99287.STM1549
10274,99287.STM1549,99287.STM0116
10275,99287.STM0116,99287.STM1566
10276,99287.STM1566,99287.STM0116
10277,99287.STM0116,99287.STM1620
10278,99287.STM1620,99287.STM0116
10279,99287.STM0116,99287.STM1647
10280,99287.STM1647,99287.STM0116
10281,99287.STM0116,99287.STM1651
10282,99287.STM1651,99287.STM0116
10283,99287.STM0116,99287.STM1780
10284,99287.STM1780,99287.STM0116
10285,99287.STM0116,99287.STM1822
10286,99287.STM1822,99287.STM0116
10287,99287.STM0116,99287.STM1888
10288,99287.STM1888,99287.STM0116
10289,99287.STM0116,99287.STM2057
10290,99287.STM2057,99287.STM0116
10291,99287.STM0116,99287.STM2078
10292,99287.STM2078,99287.STM0116
10293,99287.STM0116,99287.STM2167
10294,99287.STM2167,99287.STM0116
10295,99287.STM0116,99287.STM2321
10296,99287.STM2321,99287.STM0116
10297,99287.STM0116,99287.STM2337
10298,99287.STM2337,99287.STM0116
10299,99287.STM0116,99287.STM2338
10300,99287.STM2338,99287.STM0116
10301,99287.STM0116,99287.STM2466
10302,99287.STM2466,99287.STM0116
10303,99287.STM0116,99287.STM2472
10304,99287.STM2472,99287.STM0116
10305,99287.STM0116,99287.STM2675
10306,99287.STM2675,99287.STM0116
10307,99287.STM0116,99287.STM2848
10308,99287.STM2848,99287.STM0116
10309,99287.STM0116,99287.STM2956
10310,99287.STM2956,99287.STM0116
10311,99287.STM0116,99287.STM3081
10312,99287.STM3081,99287.STM0116
10313,99287.STM0116,99287.STM3120
10314,99287.STM3120,99287.STM0116
10315,99287.STM0116,99287.STM3207
10316,99287.STM3207,99287.STM0116
10317,99287.STM0116,99287.STM3241
10318,99287.STM3241,99287.STM0116
10319,99287.STM0116,99287.STM3242
10320,99287.STM3242,99287.STM0116
10321,99287.STM0116,99287.STM3244
10322,99287.STM3244,99287.STM0116
10323,99287.STM0116,99287.STM3351
10324,99287.STM3351,99287.STM0116
10325,99287.STM0116,99287.STM3352
10326,99287.STM3352,99287.STM0116
10327,99287.STM0116,99287.STM3353
10328,99287.STM3353,99287.STM0116
10329,99287.STM0116,99287.STM3359
10330,99287.STM3359,99287.STM0116
10331,99287.STM0116,99287.STM3531
10332,99287.STM3531,99287.STM0116
10333,99287.STM0116,99287.STM3646
10334,99287.STM3646,99287.STM0116
10335,99287.STM0116,99287.STM3668
10336,99287.STM3668,99287.STM0116
10337,99287.STM0116,99287.STM3694
10338,99287.STM3694,99287.STM0116
10339,99287.STM0116,99287.STM3742
10340,99287.STM3742,99287.STM0116
10341,99287.STM0116,99287.STM3795
10342,99287.STM3795,99287.STM0116
10343,99287.STM0116,99287.STM3902
10344,99287.STM3902,99287.STM0116
10345,99287.STM0116,99287.STM3904
10346,99287.STM3904,99287.STM0116
10347,99287.STM0116,99287.STM3905
10348,99287.STM3905,99287.STM0116
10349,99287.STM0116,99287.STM3909
10350,99287.STM3909,99287.STM0116
10351,99287.STM0116,99287.STM4081
10352,99287.STM4081,99287.STM0116
10353,99287.STM0116,99287.STM4089
10354,99287.STM4089,99287.STM0116
10355,99287.STM0116,99287.STM4106
10356,99287.STM4106,99287.STM0116
10357,99287.STM0116,99287.STM4114
10358,99287.STM4114,99287.STM0116
10359,99287.STM0116,99287.STM4275
10360,99287.STM4275,99287.STM0116
10361,99287.STM0116,99287.STM4431
10362,99287.STM4431,99287.STM0116
10363,99287.STM0116,99287.STM4432
10364,99287.STM4432,99287.STM0116
10365,99287.STM0116,99287.STM4458
10366,99287.STM4458,99287.STM0116
10367,99287.STM0117,99287.STM0152
10368,99287.STM0152,99287.STM0117
10369,99287.STM0117,99287.STM0166
10370,99287.STM0166,99287.STM0117
10371,99287.STM0117,99287.STM0368
10372,99287.STM0368,99287.STM0117
10373,99287.STM0117,99287.STM0374
10374,99287.STM0374,99287.STM0117
10375,99287.STM0117,99287.STM0517
10376,99287.STM0517,99287.STM0117
10377,99287.STM0117,99287.STM0528
10378,99287.STM0528,99287.STM0117
10379,99287.STM0117,99287.STM0622
10380,99287.STM0622,99287.STM0117
10381,99287.STM0117,99287.STM0766
10382,99287.STM0766,99287.STM0117
10383,99287.STM0117,99287.STM0768
10384,99287.STM0768,99287.STM0117
10385,99287.STM0117,99287.STM0800
10386,99287.STM0800,99287.STM0117
10387,99287.STM0117,99287.STM0843
10388,99287.STM0843,99287.STM0117
10389,99287.STM0117,99287.STM0935
10390,99287.STM0935,99287.STM0117
10391,99287.STM0117,99287.STM0973
10392,99287.STM0973,99287.STM0117
10393,99287.STM0117,99287.STM1051
10394,99287.STM1051,99287.STM0117
10395,99287.STM0117,99287.STM1102
10396,99287.STM1102,99287.STM0117
10397,99287.STM0117,99287.STM1349
10398,99287.STM1349,99287.STM0117
10399,99287.STM0117,99287.STM1365
10400,99287.STM1365,99287.STM0117
10401,99287.STM0117,99287.STM1378
10402,99287.STM1378,99287.STM0117
10403,99287.STM0117,99287.STM1469
10404,99287.STM1469,99287.STM0117
10405,99287.STM0117,99287.STM1524
10406,99287.STM1524,99287.STM0117
10407,99287.STM0117,99287.STM1549
10408,99287.STM1549,99287.STM0117
10409,99287.STM0117,99287.STM1566
10410,99287.STM1566,99287.STM0117
10411,99287.STM0117,99287.STM1597
10412,99287.STM1597,99287.STM0117
10413,99287.STM0117,99287.STM1620
10414,99287.STM1620,99287.STM0117
10415,99287.STM0117,99287.STM1647
10416,99287.STM1647,99287.STM0117
10417,99287.STM0117,99287.STM1651
10418,99287.STM1651,99287.STM0117
10419,99287.STM0117,99287.STM1660
10420,99287.STM1660,99287.STM0117
10421,99287.STM0117,99287.STM1780
10422,99287.STM1780,99287.STM0117
10423,99287.STM0117,99287.STM1822
10424,99287.STM1822,99287.STM0117
10425,99287.STM0117,99287.STM1888
10426,99287.STM1888,99287.STM0117
10427,99287.STM0117,99287.STM1961
10428,99287.STM1961,99287.STM0117
10429,99287.STM0117,99287.STM2167
10430,99287.STM2167,99287.STM0117
10431,99287.STM0117,99287.STM2241
10432,99287.STM2241,99287.STM0117
10433,99287.STM0117,99287.STM2338
10434,99287.STM2338,99287.STM0117
10435,99287.STM0117,99287.STM2466
10436,99287.STM2466,99287.STM0117
10437,99287.STM0117,99287.STM2472
10438,99287.STM2472,99287.STM0117
10439,99287.STM0117,99287.STM2584
10440,99287.STM2584,99287.STM0117
10441,99287.STM0117,99287.STM2791
10442,99287.STM2791,99287.STM0117
10443,99287.STM0117,99287.STM2956
10444,99287.STM2956,99287.STM0117
10445,99287.STM0117,99287.STM3081
10446,99287.STM3081,99287.STM0117
10447,99287.STM0117,99287.STM3120
10448,99287.STM3120,99287.STM0117
10449,99287.STM0117,99287.STM3129
10450,99287.STM3129,99287.STM0117
10451,99287.STM0117,99287.STM3207
10452,99287.STM3207,99287.STM0117
10453,99287.STM0117,99287.STM3241
10454,99287.STM3241,99287.STM0117
10455,99287.STM0117,99287.STM3244
10456,99287.STM3244,99287.STM0117
10457,99287.STM0117,99287.STM3351
10458,99287.STM3351,99287.STM0117
10459,99287.STM0117,99287.STM3352
10460,99287.STM3352,99287.STM0117
10461,99287.STM0117,99287.STM3353
10462,99287.STM3353,99287.STM0117
10463,99287.STM0117,99287.STM3359
10464,99287.STM3359,99287.STM0117
10465,99287.STM0117,99287.STM3466
10466,99287.STM3466,99287.STM0117
10467,99287.STM0117,99287.STM3646
10468,99287.STM3646,99287.STM0117
10469,99287.STM0117,99287.STM3668
10470,99287.STM3668,99287.STM0117
10471,99287.STM0117,99287.STM3680
10472,99287.STM3680,99287.STM0117
10473,99287.STM0117,99287.STM3694
10474,99287.STM3694,99287.STM0117
10475,99287.STM0117,99287.STM3742
10476,99287.STM3742,99287.STM0117
10477,99287.STM0117,99287.STM3795
10478,99287.STM3795,99287.STM0117
10479,99287.STM0117,99287.STM3796
10480,99287.STM3796,99287.STM0117
10481,99287.STM0117,99287.STM3901
10482,99287.STM3901,99287.STM0117
10483,99287.STM0117,99287.STM3905
10484,99287.STM3905,99287.STM0117
10485,99287.STM0117,99287.STM3909
10486,99287.STM3909,99287.STM0117
10487,99287.STM0117,99287.STM4015
10488,99287.STM4015,99287.STM0117
10489,99287.STM0117,99287.STM4089
10490,99287.STM4089,99287.STM0117
10491,99287.STM0117,99287.STM4114
10492,99287.STM4114,99287.STM0117
10493,99287.STM0117,99287.STM4431
10494,99287.STM4431,99287.STM0117
10495,99287.STM0117,99287.STM4432
10496,99287.STM4432,99287.STM0117
10497,99287.STM0117,99287.STM4458
10498,99287.STM4458,99287.STM0117
10499,99287.STM0117,99287.STM4519
10500,99287.STM4519,99287.STM0117
10501,99287.STM0117,99287.STM4596
10502,99287.STM4596,99287.STM0117
10503,99287.STM0118,99287.STM0447
10504,99287.STM0447,99287.STM0118
10505,99287.STM0118,99287.STM1185
10506,99287.STM1185,99287.STM0118
10507,99287.STM0118,99287.STM2013
10508,99287.STM2013,99287.STM0118
10509,99287.STM0118,99287.STM2525
