,Interactor_A_ID,Interactor_B_ID,weight
38114,STM0884,STM4382,892
38115,STM4382,STM0884,892
38116,STM0884,STM4448,463
38117,STM4448,STM0884,463
38118,STM0885,STM1312,459
38119,STM1312,STM0885,459
38120,STM0885,STM1313,425
38121,STM1313,STM0885,425
38122,STM0885,STM1314,464
38123,STM1314,STM0885,464
38124,STM0885,STM4382,969
38125,STM4382,STM0885,969
38126,STM0886,STM0928,578
38127,STM0928,STM0886,578
38128,STM0886,STM1209,226
38129,STM1209,STM0886,226
38130,STM0886,STM1242,377
38131,STM1242,STM0886,377
38132,STM0886,STM1252,578
38133,STM1252,STM0886,578
38134,STM0886,STM1316,407
38135,STM1316,STM0886,407
38136,STM0886,STM2166,226
38137,STM2166,STM0886,226
38138,STM0886,STM3001,250
38139,STM3001,STM0886,250
38140,STM0886,STM3051,251
38141,STM3051,STM0886,251
38142,STM0886,STM3749,484
38143,STM3749,STM0886,484
38144,STM0886,STM3775,251
38145,STM3775,STM0886,251
38146,STM0886,STM3799,343
38147,STM3799,STM0886,343
38148,STM0886,STM4019,484
38149,STM4019,STM0886,484
38150,STM0886,STM4298,407
38151,STM4298,STM0886,407
38152,STM0887,STM0888,812
38153,STM0888,STM0887,812
38154,STM0887,STM0889,812
38155,STM0889,STM0887,812
38156,STM0887,STM0890,972
38157,STM0890,STM0887,972
38158,STM0887,STM0891,955
38159,STM0891,STM0887,955
38160,STM0887,STM0942,380
38161,STM0942,STM0887,380
38162,STM0887,STM0956,410
38163,STM0956,STM0887,410
38164,STM0887,STM1218,380
38165,STM1218,STM0887,380
38166,STM0887,STM1493,258
38167,STM1493,STM0887,258
38168,STM0887,STM1636,572
38169,STM1636,STM0887,572
38170,STM0887,STM1951,429
38171,STM1951,STM0887,429
38172,STM0887,STM1952,895
38173,STM1952,STM0887,895
38174,STM0887,STM1954,675
38175,STM1954,STM0887,675
38176,STM0887,STM2073,229
38177,STM2073,STM0887,229
38178,STM0887,STM2165,258
38179,STM2165,STM0887,258
38180,STM0887,STM2351,766
38181,STM2351,STM0887,766
38182,STM0887,STM2352,922
38183,STM2352,STM0887,922
38184,STM0887,STM2353,675
38185,STM2353,STM0887,675
38186,STM0887,STM2354,763
38187,STM2354,STM0887,763
38188,STM0887,STM2355,763
38189,STM2355,STM0887,763
38190,STM0887,STM3276,408
38191,STM3276,STM0887,408
38192,STM0887,STM3560,458
38193,STM3560,STM0887,458
38194,STM0887,STM3561,403
38195,STM3561,STM0887,403
38196,STM0887,STM3562,458
38197,STM3562,STM0887,458
38198,STM0887,STM3563,457
38199,STM3563,STM0887,457
38200,STM0888,STM0889,977
38201,STM0889,STM0888,977
38202,STM0888,STM0890,812
38203,STM0890,STM0888,812
38204,STM0888,STM0891,987
38205,STM0891,STM0888,987
38206,STM0888,STM0956,838
38207,STM0956,STM0888,838
38208,STM0888,STM0957,838
38209,STM0957,STM0888,838
38210,STM0888,STM0984,402
38211,STM0984,STM0888,402
38212,STM0888,STM1223,296
38213,STM1223,STM0888,296
38214,STM0888,STM1225,635
38215,STM1225,STM0888,635
38216,STM0888,STM1226,661
38217,STM1226,STM0888,661
38218,STM0888,STM1340,838
38219,STM1340,STM0888,838
38220,STM0888,STM1342,838
38221,STM1342,STM0888,838
38222,STM0888,STM1493,231
38223,STM1493,STM0888,231
38224,STM0888,STM1636,651
38225,STM1636,STM0888,651
38226,STM0888,STM1679,765
38227,STM1679,STM0888,765
38228,STM0888,STM1692,865
38229,STM1692,STM0888,865
38230,STM0888,STM1746,765
38231,STM1746,STM0888,765
38232,STM0888,STM1892,865
38233,STM1892,STM0888,865
38234,STM0888,STM1893,865
38235,STM1893,STM0888,865
38236,STM0888,STM1951,811
38237,STM1951,STM0888,811
38238,STM0888,STM1952,961
38239,STM1952,STM0888,961
38240,STM0888,STM1954,862
38241,STM1954,STM0888,862
38242,STM0888,STM2149,237
38243,STM2149,STM0888,237
38244,STM0888,STM2165,870
38245,STM2165,STM0888,870
38246,STM0888,STM2184,209
38247,STM2184,STM0888,209
38248,STM0888,STM2189,606
38249,STM2189,STM0888,606
38250,STM0888,STM2216,887
38251,STM2216,STM0888,887
38252,STM0888,STM2253,778
38253,STM2253,STM0888,778
38254,STM0888,STM2254,659
38255,STM2254,STM0888,659
38256,STM0888,STM2263,838
38257,STM2263,STM0888,838
38258,STM0888,STM2351,961
38259,STM2351,STM0888,961
38260,STM0888,STM2352,960
38261,STM2352,STM0888,960
38262,STM0888,STM2353,959
38263,STM2353,STM0888,959
38264,STM0888,STM2354,782
38265,STM2354,STM0888,782
38266,STM0888,STM2355,782
38267,STM2355,STM0888,782
38268,STM0888,STM2441,852
38269,STM2441,STM0888,852
38270,STM0888,STM2774,402
38271,STM2774,STM0888,402
38272,STM0888,STM2809,906
38273,STM2809,STM0888,906
38274,STM0888,STM2810,838
38275,STM2810,STM0888,838
38276,STM0888,STM2811,845
38277,STM2811,STM0888,845
38278,STM0888,STM2863,830
38279,STM2863,STM0888,830
38280,STM0888,STM2864,830
38281,STM2864,STM0888,830
38282,STM0888,STM3312,887
38283,STM3312,STM0888,887
38284,STM0888,STM3319,887
38285,STM3319,STM0888,887
38286,STM0888,STM3554,633
38287,STM3554,STM0888,633
38288,STM0888,STM3555,852
38289,STM3555,STM0888,852
38290,STM0888,STM3556,838
38291,STM3556,STM0888,838
38292,STM0888,STM3564,735
38293,STM3564,STM0888,735
38294,STM0888,STM3567,735
38295,STM3567,STM0888,735
38296,STM0888,STM3585,838
38297,STM3585,STM0888,838
38298,STM0888,STM3586,838
38299,STM3586,STM0888,838
38300,STM0888,STM3630,864
38301,STM3630,STM0888,864
38302,STM0888,STM3818,778
38303,STM3818,STM0888,778
38304,STM0888,STM3819,659
38305,STM3819,STM0888,659
38306,STM0888,STM3857,865
38307,STM3857,STM0888,865
38308,STM0888,STM3882,606
38309,STM3882,STM0888,606
38310,STM0888,STM3883,333
38311,STM3883,STM0888,333
38312,STM0888,STM4077,845
38313,STM4077,STM0888,845
38314,STM0888,STM4227,838
38315,STM4227,STM0888,838
38316,STM0888,STM4228,852
38317,STM4228,STM0888,852
38318,STM0888,STM4229,838
38319,STM4229,STM0888,838
38320,STM0888,STM4230,633
38321,STM4230,STM0888,633
38322,STM0888,STM4351,812
38323,STM4351,STM0888,812
38324,STM0888,STM4479,887
38325,STM4479,STM0888,887
38326,STM0888,STM4480,876
38327,STM4480,STM0888,876
38328,STM0889,STM0890,812
38329,STM0890,STM0889,812
38330,STM0889,STM0891,964
38331,STM0891,STM0889,964
38332,STM0889,STM0956,838
38333,STM0956,STM0889,838
38334,STM0889,STM0957,838
38335,STM0957,STM0889,838
38336,STM0889,STM0984,402
38337,STM0984,STM0889,402
38338,STM0889,STM1223,635
38339,STM1223,STM0889,635
38340,STM0889,STM1225,635
38341,STM1225,STM0889,635
38342,STM0889,STM1226,638
38343,STM1226,STM0889,638
38344,STM0889,STM1340,838
38345,STM1340,STM0889,838
38346,STM0889,STM1342,838
38347,STM1342,STM0889,838
38348,STM0889,STM1679,765
38349,STM1679,STM0889,765
38350,STM0889,STM1692,865
38351,STM1692,STM0889,865
38352,STM0889,STM1746,765
38353,STM1746,STM0889,765
38354,STM0889,STM1892,865
38355,STM1892,STM0889,865
38356,STM0889,STM1893,865
38357,STM1893,STM0889,865
38358,STM0889,STM1952,876
38359,STM1952,STM0889,876
38360,STM0889,STM2165,838
38361,STM2165,STM0889,838
38362,STM0889,STM2189,606
38363,STM2189,STM0889,606
38364,STM0889,STM2216,838
38365,STM2216,STM0889,838
38366,STM0889,STM2253,778
38367,STM2253,STM0889,778
38368,STM0889,STM2254,659
38369,STM2254,STM0889,659
38370,STM0889,STM2263,838
38371,STM2263,STM0889,838
38372,STM0889,STM2352,992
38373,STM2352,STM0889,992
38374,STM0889,STM2353,959
38375,STM2353,STM0889,959
38376,STM0889,STM2354,779
38377,STM2354,STM0889,779
38378,STM0889,STM2355,779
38379,STM2355,STM0889,779
38380,STM0889,STM2441,845
38381,STM2441,STM0889,845
38382,STM0889,STM2774,402
38383,STM2774,STM0889,402
38384,STM0889,STM2809,838
38385,STM2809,STM0889,838
38386,STM0889,STM2810,838
38387,STM2810,STM0889,838
38388,STM0889,STM2811,838
38389,STM2811,STM0889,838
38390,STM0889,STM2863,830
38391,STM2863,STM0889,830
38392,STM0889,STM2864,830
38393,STM2864,STM0889,830
38394,STM0889,STM3312,876
38395,STM3312,STM0889,876
38396,STM0889,STM3319,876
38397,STM3319,STM0889,876
38398,STM0889,STM3554,633
38399,STM3554,STM0889,633
38400,STM0889,STM3555,845
38401,STM3555,STM0889,845
38402,STM0889,STM3556,838
38403,STM3556,STM0889,838
38404,STM0889,STM3564,735
38405,STM3564,STM0889,735
38406,STM0889,STM3567,735
38407,STM3567,STM0889,735
38408,STM0889,STM3585,838
38409,STM3585,STM0889,838
38410,STM0889,STM3586,838
38411,STM3586,STM0889,838
38412,STM0889,STM3630,864
38413,STM3630,STM0889,864
38414,STM0889,STM3818,778
38415,STM3818,STM0889,778
38416,STM0889,STM3819,659
38417,STM3819,STM0889,659
38418,STM0889,STM3857,865
38419,STM3857,STM0889,865
38420,STM0889,STM3882,606
38421,STM3882,STM0889,606
38422,STM0889,STM3883,838
38423,STM3883,STM0889,838
38424,STM0889,STM4077,838
38425,STM4077,STM0889,838
38426,STM0889,STM4227,838
38427,STM4227,STM0889,838
38428,STM0889,STM4228,845
38429,STM4228,STM0889,845
38430,STM0889,STM4229,838
38431,STM4229,STM0889,838
38432,STM0889,STM4230,633
38433,STM4230,STM0889,633
38434,STM0889,STM4351,812
38435,STM4351,STM0889,812
38436,STM0889,STM4479,876
38437,STM4479,STM0889,876
38438,STM0889,STM4480,876
38439,STM4480,STM0889,876
38440,STM0890,STM0891,955
38441,STM0891,STM0890,955
38442,STM0890,STM0942,380
38443,STM0942,STM0890,380
38444,STM0890,STM0956,410
38445,STM0956,STM0890,410
38446,STM0890,STM1218,380
38447,STM1218,STM0890,380
38448,STM0890,STM1493,258
38449,STM1493,STM0890,258
38450,STM0890,STM1636,572
38451,STM1636,STM0890,572
38452,STM0890,STM1951,429
38453,STM1951,STM0890,429
38454,STM0890,STM1952,895
38455,STM1952,STM0890,895
38456,STM0890,STM1954,675
38457,STM1954,STM0890,675
38458,STM0890,STM2073,229
38459,STM2073,STM0890,229
38460,STM0890,STM2165,258
38461,STM2165,STM0890,258
38462,STM0890,STM2351,766
38463,STM2351,STM0890,766
38464,STM0890,STM2352,922
38465,STM2352,STM0890,922
38466,STM0890,STM2353,675
38467,STM2353,STM0890,675
38468,STM0890,STM2354,763
38469,STM2354,STM0890,763
38470,STM0890,STM2355,763
38471,STM2355,STM0890,763
38472,STM0890,STM3276,408
38473,STM3276,STM0890,408
38474,STM0890,STM3560,458
38475,STM3560,STM0890,458
38476,STM0890,STM3561,403
38477,STM3561,STM0890,403
38478,STM0890,STM3562,458
38479,STM3562,STM0890,458
38480,STM0890,STM3563,457
38481,STM3563,STM0890,457
38482,STM0891,STM0892,208
38483,STM0892,STM0891,208
38484,STM0891,STM0942,457
38485,STM0942,STM0891,457
38486,STM0891,STM0956,933
38487,STM0956,STM0891,933
38488,STM0891,STM0957,933
38489,STM0957,STM0891,933
38490,STM0891,STM0984,640
38491,STM0984,STM0891,640
38492,STM0891,STM1059,362
38493,STM1059,STM0891,362
38494,STM0891,STM1085,189
38495,STM1085,STM0891,189
38496,STM0891,STM1218,457
38497,STM1218,STM0891,457
38498,STM0891,STM1223,831
38499,STM1223,STM0891,831
38500,STM0891,STM1225,831
38501,STM1225,STM0891,831
38502,STM0891,STM1226,712
38503,STM1226,STM0891,712
38504,STM0891,STM1256,234
38505,STM1256,STM0891,234
38506,STM0891,STM1257,275
38507,STM1257,STM0891,275
38508,STM0891,STM1259,460
38509,STM1259,STM0891,460
38510,STM0891,STM1340,933
38511,STM1340,STM0891,933
38512,STM0891,STM1342,933
38513,STM1342,STM0891,933
38514,STM0891,STM1493,405
38515,STM1493,STM0891,405
38516,STM0891,STM1679,635
38517,STM1679,STM0891,635
38518,STM0891,STM1692,838
38519,STM1692,STM0891,838
38520,STM0891,STM1742,583
38521,STM1742,STM0891,583
38522,STM0891,STM1743,350
38523,STM1743,STM0891,350
38524,STM0891,STM1744,275
38525,STM1744,STM0891,275
38526,STM0891,STM1745,234
38527,STM1745,STM0891,234
38528,STM0891,STM1746,635
38529,STM1746,STM0891,635
38530,STM0891,STM1892,877
38531,STM1892,STM0891,877
38532,STM0891,STM1893,838
38533,STM1893,STM0891,838
38534,STM0891,STM1952,838
38535,STM1952,STM0891,838
38536,STM0891,STM2165,899
38537,STM2165,STM0891,899
38538,STM0891,STM2189,815
38539,STM2189,STM0891,815
38540,STM0891,STM2200,403
38541,STM2200,STM0891,403
38542,STM0891,STM2216,838
38543,STM2216,STM0891,838
38544,STM0891,STM2253,834
38545,STM2253,STM0891,834
38546,STM0891,STM2254,834
38547,STM2254,STM0891,834
38548,STM0891,STM2263,877
38549,STM2263,STM0891,877
38550,STM0891,STM2352,914
38551,STM2352,STM0891,914
38552,STM0891,STM2353,838
38553,STM2353,STM0891,838
38554,STM0891,STM2357,403
38555,STM2357,STM0891,403
38556,STM0891,STM2441,838
38557,STM2441,STM0891,838
38558,STM0891,STM2501,189
38559,STM2501,STM0891,189
38560,STM0891,STM2774,640
38561,STM2774,STM0891,640
38562,STM0891,STM2809,933
38563,STM2809,STM0891,933
38564,STM0891,STM2810,933
38565,STM2810,STM0891,933
38566,STM0891,STM2811,838
38567,STM2811,STM0891,838
38568,STM0891,STM3118,193
38569,STM3118,STM0891,193
38570,STM0891,STM3276,462
38571,STM3276,STM0891,462
38572,STM0891,STM3312,838
38573,STM3312,STM0891,838
38574,STM0891,STM3319,933
38575,STM3319,STM0891,933
38576,STM0891,STM3466,362
38577,STM3466,STM0891,362
38578,STM0891,STM3554,831
38579,STM3554,STM0891,831
38580,STM0891,STM3555,933
38581,STM3555,STM0891,933
38582,STM0891,STM3556,933
38583,STM3556,STM0891,933
38584,STM0891,STM3562,463
38585,STM3562,STM0891,463
38586,STM0891,STM3564,240
38587,STM3564,STM0891,240
38588,STM0891,STM3567,240
38589,STM3567,STM0891,240
38590,STM0891,STM3585,838
38591,STM3585,STM0891,838
38592,STM0891,STM3586,838
38593,STM3586,STM0891,838
38594,STM0891,STM3626,583
38595,STM3626,STM0891,583
38596,STM0891,STM3627,459
38597,STM3627,STM0891,459
38598,STM0891,STM3628,275
38599,STM3628,STM0891,275
38600,STM0891,STM3629,234
38601,STM3629,STM0891,234
38602,STM0891,STM3630,837
38603,STM3630,STM0891,837
38604,STM0891,STM3818,834
38605,STM3818,STM0891,834
38606,STM0891,STM3819,834
38607,STM3819,STM0891,834
38608,STM0891,STM3854,774
38609,STM3854,STM0891,774
38610,STM0891,STM3855,614
38611,STM3855,STM0891,614
38612,STM0891,STM3856,614
38613,STM3856,STM0891,614
38614,STM0891,STM3857,912
38615,STM3857,STM0891,912
38616,STM0891,STM3882,815
38617,STM3882,STM0891,815
38618,STM0891,STM3883,933
38619,STM3883,STM0891,933
38620,STM0891,STM4077,838
38621,STM4077,STM0891,838
38622,STM0891,STM4227,933
38623,STM4227,STM0891,933
38624,STM0891,STM4228,933
38625,STM4228,STM0891,933
38626,STM0891,STM4229,877
38627,STM4229,STM0891,877
38628,STM0891,STM4230,831
38629,STM4230,STM0891,831
38630,STM0891,STM4342,173
38631,STM4342,STM0891,173
38632,STM0891,STM4351,809
38633,STM4351,STM0891,809
38634,STM0891,STM4452,211
38635,STM4452,STM0891,211
38636,STM0891,STM4479,933
38637,STM4479,STM0891,933
38638,STM0891,STM4480,933
38639,STM4480,STM0891,933
38640,STM0892,STM2184,208
38641,STM2184,STM0892,208
38642,STM0892,STM4343,226
38643,STM4343,STM0892,226
38644,STM0898,STM1067,214
38645,STM1067,STM0898,214
38646,STM0898,STM1193,403
38647,STM1193,STM0898,403
38648,STM0898,STM1316,271
38649,STM1316,STM0898,271
38650,STM0898,STM3906,196
38651,STM3906,STM0898,196
38652,STM0898,STM3920,408
38653,STM3920,STM0898,408
38654,STM0898,STM4022,158
38655,STM4022,STM0898,158
38656,STM0898,STM4298,271
38657,STM4298,STM0898,271
38658,STM0898A,STM1067,214
38659,STM1067,STM0898A,214
38660,STM0898A,STM1193,403
38661,STM1193,STM0898A,403
38662,STM0898A,STM1316,271
38663,STM1316,STM0898A,271
38664,STM0898A,STM3906,196
38665,STM3906,STM0898A,196
38666,STM0898A,STM3920,408
38667,STM3920,STM0898A,408
38668,STM0898A,STM4022,158
38669,STM4022,STM0898A,158
38670,STM0898A,STM4298,271
38671,STM4298,STM0898A,271
38672,STM0900,STM0972,242
38673,STM0972,STM0900,242
38674,STM0900,STM1201,601
38675,STM1201,STM0900,601
38676,STM0900,STM1228,298
38677,STM1228,STM0900,298
38678,STM0900,STM1586,175
38679,STM1586,STM0900,175
38680,STM0900,STM1821,737
38681,STM1821,STM0900,737
38682,STM0900,STM1997,403
38683,STM1997,STM0900,403
38684,STM0900,STM2072,594
38685,STM2072,STM0900,594
38686,STM0900,STM2124,391
38687,STM2124,STM0900,391
38688,STM0900,STM2365,160
38689,STM2365,STM0900,160
38690,STM0900,STM2829,482
38691,STM2829,STM0900,482
38692,STM0900,STM2876,298
38693,STM2876,STM0900,298
38694,STM0900,STM2886,298
38695,STM2886,STM0900,298
38696,STM0900,STM2909,635
38697,STM2909,STM0900,635
38698,STM0900,STM2945,242
38699,STM2945,STM0900,242
38700,STM0900,STM2972,574
38701,STM2972,STM0900,574
38702,STM0900,STM3325,242
38703,STM3325,STM0900,242
38704,STM0900,STM3415,714
38705,STM3415,STM0900,714
38706,STM0900,STM3428,460
38707,STM3428,STM0900,460
38708,STM0900,STM3472,406
38709,STM3472,STM0900,406
38710,STM0900,STM3504,602
38711,STM3504,STM0900,602
38712,STM0900,STM3616,298
38713,STM3616,STM0900,298
38714,STM0900,STM3721,242
38715,STM3721,STM0900,242
38716,STM0900,STM3741,748
38717,STM3741,STM0900,748
38718,STM0900,STM3837,600
38719,STM3837,STM0900,600
38720,STM0900,STM3958,207
38721,STM3958,STM0900,207
38722,STM0900,STM3999,574
38723,STM3999,STM0900,574
38724,STM0900,STM4086,493
38725,STM4086,STM0900,493
38726,STM0900,STM4153,686
38727,STM4153,STM0900,686
38728,STM0900,STM4154,826
38729,STM4154,STM0900,826
38730,STM0900,STM4333,175
38731,STM4333,STM0900,175
38732,STM0900,STM4359,601
38733,STM4359,STM0900,601
38734,STM0900,STM4546,162
38735,STM4546,STM0900,162
38736,STM0903,STM0945,226
38737,STM0945,STM0903,226
38738,STM0903,STM1060,214
38739,STM1060,STM0903,214
38740,STM0903,STM1116,183
38741,STM1116,STM0903,183
38742,STM0903,STM1221,403
38743,STM1221,STM0903,403
38744,STM0903,STM1228,173
38745,STM1228,STM0903,173
38746,STM0903,STM1314,172
38747,STM1314,STM0903,172
38748,STM0903,STM1318,304
38749,STM1318,STM0903,304
38750,STM0903,STM1358,166
38751,STM1358,STM0903,166
38752,STM0903,STM1467,170
38753,STM1467,STM0903,170
38754,STM0903,STM1647,225
38755,STM1647,STM0903,225
38756,STM0903,STM2093,214
38757,STM2093,STM0903,214
38758,STM0903,STM2125,255
38759,STM2125,STM0903,255
38760,STM0903,STM2248,183
38761,STM2248,STM0903,183
38762,STM0903,STM2264,222
38763,STM2264,STM0903,222
38764,STM0903,STM2428,212
38765,STM2428,STM0903,212
38766,STM0903,STM2511,243
38767,STM2511,STM0903,243
38768,STM0903,STM2538,214
38769,STM2538,STM0903,214
38770,STM0903,STM2539,255
38771,STM2539,STM0903,255
38772,STM0903,STM2577,166
38773,STM2577,STM0903,166
38774,STM0903,STM2649,174
38775,STM2649,STM0903,174
38776,STM0903,STM2660,226
38777,STM2660,STM0903,226
38778,STM0903,STM2681,481
38779,STM2681,STM0903,481
38780,STM0903,STM2682,481
38781,STM2682,STM0903,481
38782,STM0903,STM2792,296
38783,STM2792,STM0903,296
38784,STM0903,STM2829,262
38785,STM2829,STM0903,262
38786,STM0903,STM2876,173
38787,STM2876,STM0903,173
38788,STM0903,STM2886,173
38789,STM2886,STM0903,173
38790,STM0903,STM2928,157
38791,STM2928,STM0903,157
38792,STM0903,STM2952,166
38793,STM2952,STM0903,166
38794,STM0903,STM2954,306
38795,STM2954,STM0903,306
38796,STM0903,STM2995,234
38797,STM2995,STM0903,234
38798,STM0903,STM3283,372
38799,STM3283,STM0903,372
38800,STM0903,STM3286,380
38801,STM3286,STM0903,380
38802,STM0903,STM3304,157
38803,STM3304,STM0903,157
38804,STM0903,STM3345,151
38805,STM3345,STM0903,151
38806,STM0903,STM3386,171
38807,STM3386,STM0903,171
38808,STM0903,STM3416,371
38809,STM3416,STM0903,371
38810,STM0903,STM3417,397
38811,STM3417,STM0903,397
38812,STM0903,STM3418,405
38813,STM3418,STM0903,405
38814,STM0903,STM3420,254
38815,STM3420,STM0903,254
38816,STM0903,STM3423,372
38817,STM3423,STM0903,372
38818,STM0903,STM3426,371
38819,STM3426,STM0903,371
38820,STM0903,STM3427,371
38821,STM3427,STM0903,371
38822,STM0903,STM3431,371
38823,STM3431,STM0903,371
38824,STM0903,STM3434,380
38825,STM3434,STM0903,380
38826,STM0903,STM3436,372
38827,STM3436,STM0903,372
38828,STM0903,STM3439,371
38829,STM3439,STM0903,371
38830,STM0903,STM3441,372
38831,STM3441,STM0903,372
38832,STM0903,STM3447,462
38833,STM3447,STM0903,462
38834,STM0903,STM3448,371
38835,STM3448,STM0903,371
38836,STM0903,STM3472,316
38837,STM3472,STM0903,316
38838,STM0903,STM3616,173
38839,STM3616,STM0903,173
38840,STM0903,STM3646,225
38841,STM3646,STM0903,225
38842,STM0903,STM3711,214
38843,STM3711,STM0903,214
38844,STM0903,STM3712,214
38845,STM3712,STM0903,214
38846,STM0903,STM3723,214
38847,STM3723,STM0903,214
38848,STM0903,STM3731,344
38849,STM3731,STM0903,344
38850,STM0903,STM3740,364
38851,STM3740,STM0903,364
38852,STM0903,STM3813,183
38853,STM3813,STM0903,183
38854,STM0903,STM3843,157
38855,STM3843,STM0903,157
38856,STM0903,STM4001,157
38857,STM4001,STM0903,157
38858,STM0903,STM4176,344
38859,STM4176,STM0903,344
38860,STM0903,STM4225,234
38861,STM4225,STM0903,234
38862,STM0903,STM4237,175
38863,STM4237,STM0903,175
38864,STM0903,STM4254,169
38865,STM4254,STM0903,169
38866,STM0903,STM4329,238
38867,STM4329,STM0903,238
38868,STM0903,STM4330,318
38869,STM4330,STM0903,318
38870,STM0903,STM4366,166
38871,STM4366,STM0903,166
38872,STM0912,STM0944,177
38873,STM0944,STM0912,177
38874,STM0912,STM0945,438
38875,STM0945,STM0912,438
38876,STM0912,STM1079,374
38877,STM1079,STM0912,374
38878,STM0912,STM1336,263
38879,STM1336,STM0912,263
38880,STM0912,STM2328,230
38881,STM2328,STM0912,230
38882,STM0912,STM2660,438
38883,STM2660,STM0912,438
38884,STM0912,STM2675,169
38885,STM2675,STM0912,169
38886,STM0912,STM4091,437
38887,STM4091,STM0912,437
38888,STM0912,STM4092,432
38889,STM4092,STM0912,432
38890,STM0912,STM4394,154
38891,STM4394,STM0912,154
38892,STM0916,STM0925,455
38893,STM0925,STM0916,455
38894,STM0916,STM1004,540
38895,STM1004,STM0916,540
38896,STM0916,STM1048,455
38897,STM1048,STM0916,455
38898,STM0916,STM1209,464
38899,STM1209,STM0916,464
38900,STM0916,STM1242,457
38901,STM1242,STM0916,457
38902,STM0916,STM1316,457
38903,STM1316,STM0916,457
38904,STM0916,STM1752,463
38905,STM1752,STM0916,463
38906,STM0916,STM1963,410
38907,STM1963,STM0916,410
38908,STM0916,STM2083,400
38909,STM2083,STM0916,400
38910,STM0916,STM2098,463
38911,STM2098,STM0916,463
38912,STM0916,STM2104,400
38913,STM2104,STM0916,400
38914,STM0916,STM2166,464
38915,STM2166,STM0916,464
38916,STM0916,STM2183,465
38917,STM2183,STM0916,465
38918,STM0916,STM2204,310
38919,STM2204,STM0916,310
38920,STM0916,STM2300,406
38921,STM2300,STM0916,406
38922,STM0916,STM2422,610
38923,STM2422,STM0916,610
38924,STM0916,STM2498,550
38925,STM2498,STM0916,550
38926,STM0916,STM2589,455
38927,STM2589,STM0916,455
38928,STM0916,STM3051,464
38929,STM3051,STM0916,464
38930,STM0916,STM3132,406
38931,STM3132,STM0916,406
38932,STM0916,STM3255,310
38933,STM3255,STM0916,310
38934,STM0916,STM3294,400
38935,STM3294,STM0916,400
38936,STM0916,STM3496,355
38937,STM3496,STM0916,355
38938,STM0916,STM3536,657
38939,STM3536,STM0916,657
38940,STM0916,STM3664,410
38941,STM3664,STM0916,410
38942,STM0916,STM3749,426
38943,STM3749,STM0916,426
38944,STM0916,STM3775,464
38945,STM3775,STM0916,464
38946,STM0916,STM3799,624
38947,STM3799,STM0916,624
38948,STM0916,STM3858,310
38949,STM3858,STM0916,310
38950,STM0916,STM3950,355
38951,STM3950,STM0916,355
38952,STM0916,STM4019,426
38953,STM4019,STM0916,426
38954,STM0916,STM4026,355
38955,STM4026,STM0916,355
38956,STM0916,STM4104,214
38957,STM4104,STM0916,214
38958,STM0916,STM4112,310
38959,STM4112,STM0916,310
38960,STM0916,STM4298,457
38961,STM4298,STM0916,457
38962,STM0916,STM4403,214
38963,STM4403,STM0916,214
38964,STM0916,STM4424,458
38965,STM4424,STM0916,458
38966,STM0916,STM4427,458
38967,STM4427,STM0916,458
38968,STM0916,STM4436,458
38969,STM4436,STM0916,458
38970,STM0916,STM4453,410
38971,STM4453,STM0916,410
38972,STM0916,STM4559,355
38973,STM4559,STM0916,355
38974,STM0916,STM4570,558
38975,STM4570,STM0916,558
38976,STM0918,STM0981,338
38977,STM0981,STM0918,338
38978,STM0918,STM1365,221
38979,STM1365,STM0918,221
38980,STM0918,STM2167,221
38981,STM2167,STM0918,221
38982,STM0918,STM2428,437
38983,STM2428,STM0918,437
38984,STM0918,STM2583,328
38985,STM2583,STM0918,328
38986,STM0918,STM2841,237
38987,STM2841,STM0918,237
38988,STM0918,STM3172,243
38989,STM3172,STM0918,243
38990,STM0918,STM3181,205
38991,STM3181,STM0918,205
38992,STM0918,STM3219,237
38993,STM3219,STM0918,237
38994,STM0918,STM3453,215
38995,STM3453,STM0918,215
38996,STM0918,STM3556,459
38997,STM3556,STM0918,459
38998,STM0918,STM3835,205
38999,STM3835,STM0918,205
39000,STM0918,STM3958,411
39001,STM3958,STM0918,411
39002,STM0918,STM4095,317
39003,STM4095,STM0918,317
39004,STM0918,STM4154,378
39005,STM4154,STM0918,378
39006,STM0918,STM4227,558
39007,STM4227,STM0918,558
39008,STM0918,STM4228,459
39009,STM4228,STM0918,459
39010,STM0918,STM4229,563
39011,STM4229,STM0918,563
39012,STM0918,STM4360,344
39013,STM4360,STM0918,344
39014,STM0918,STM4397,215
39015,STM4397,STM0918,215
39016,STM0920,STM4130,433
39017,STM4130,STM0920,433
39018,STM0922,STM0953,571
39019,STM0953,STM0922,571
39020,STM0922,STM1228,239
39021,STM1228,STM0922,239
39022,STM0922,STM1623,261
39023,STM1623,STM0922,261
39024,STM0922,STM1641,244
39025,STM1641,STM0922,244
39026,STM0922,STM1706,485
39027,STM1706,STM0922,485
39028,STM0922,STM2024,160
39029,STM2024,STM0922,160
39030,STM0922,STM2092,439
39031,STM2092,STM0922,439
39032,STM0922,STM2155,454
39033,STM2155,STM0922,454
39034,STM0922,STM2408,165
39035,STM2408,STM0922,165
39036,STM0922,STM2555,629
39037,STM2555,STM0922,629
39038,STM0922,STM2827,469
39039,STM2827,STM0922,469
39040,STM0922,STM2876,239
39041,STM2876,STM0922,239
39042,STM0922,STM2886,239
39043,STM2886,STM0922,239
