,Interactor_A_ID,Interactor_B_ID,weight
2192,STM0049,STM3672,381
2193,STM3672,STM0049,381
2194,STM0049,STM3742,638
2195,STM3742,STM0049,638
2196,STM0049,STM3917,688
2197,STM3917,STM0049,688
2198,STM0049,STM3949,255
2199,STM3949,STM0049,255
2200,STM0049,STM4052,381
2201,STM4052,STM0049,381
2202,STM0049,STM4330,199
2203,STM4330,STM0049,199
2204,STM0049,STM4360,921
2205,STM4360,STM0049,921
2206,STM0051,STM0124,189
2207,STM0124,STM0051,189
2208,STM0051,STM0170,564
2209,STM0170,STM0051,564
2210,STM0051,STM0494,458
2211,STM0494,STM0051,458
2212,STM0051,STM0903,237
2213,STM0903,STM0051,237
2214,STM0051,STM0916,457
2215,STM0916,STM0051,457
2216,STM0051,STM1004,405
2217,STM1004,STM0051,405
2218,STM0051,STM1022,237
2219,STM1022,STM0051,237
2220,STM0051,STM1038,457
2221,STM1038,STM0051,457
2222,STM0051,STM1112,237
2223,STM1112,STM0051,237
2224,STM0051,STM1221,531
2225,STM1221,STM0051,531
2226,STM0051,STM1433,155
2227,STM1433,STM0051,155
2228,STM0051,STM1463,739
2229,STM1463,STM0051,739
2230,STM0051,STM2072,160
2231,STM2072,STM0051,160
2232,STM0051,STM2122,601
2233,STM2122,STM0051,601
2234,STM0051,STM2183,564
2235,STM2183,STM0051,564
2236,STM0051,STM2422,582
2237,STM2422,STM0051,582
2238,STM0051,STM2568,192
2239,STM2568,STM0051,192
2240,STM0051,STM2597,457
2241,STM2597,STM0051,457
2242,STM0051,STM2927,488
2243,STM2927,STM0051,488
2244,STM0051,STM3496,459
2245,STM3496,STM0051,459
2246,STM0051,STM3511,160
2247,STM3511,STM0051,160
2248,STM0051,STM3950,459
2249,STM3950,STM0051,459
2250,STM0051,STM4026,459
2251,STM4026,STM0051,459
2252,STM0051,STM4062,217
2253,STM4062,STM0051,217
2254,STM0051,STM4104,458
2255,STM4104,STM0051,458
2256,STM0051,STM4368,211
2257,STM4368,STM0051,211
2258,STM0051,STM4403,458
2259,STM4403,STM0051,458
2260,STM0051,STM4559,459
2261,STM4559,STM0051,459
2262,STM0051,STM4570,582
2263,STM4570,STM0051,582
2264,STM0052,STM0053,546
2265,STM0053,STM0052,546
2266,STM0052,STM0625,546
2267,STM0625,STM0052,546
2268,STM0052,STM1814,219
2269,STM1814,STM0052,219
2270,STM0052,STM3330,174
2271,STM3330,STM0052,174
2272,STM0052,STM4229,623
2273,STM4229,STM0052,623
2274,STM0052,STM4304,546
2275,STM4304,STM0052,546
2276,STM0052,STM4565,219
2277,STM4565,STM0052,219
2278,STM0053,STM0626,546
2279,STM0626,STM0053,546
2280,STM0053,STM1230,564
2281,STM1230,STM0053,564
2282,STM0053,STM2158,718
2283,STM2158,STM0053,718
2284,STM0053,STM2396,437
2285,STM2396,STM0053,437
2286,STM0053,STM2562,437
2287,STM2562,STM0053,437
2288,STM0053,STM3169,408
2289,STM3169,STM0053,408
2290,STM0053,STM3614,769
2291,STM3614,STM0053,769
2292,STM0053,STM3673,408
2293,STM3673,STM0053,408
2294,STM0053,STM3808,173
2295,STM3808,STM0053,173
2296,STM0053,STM4005,437
2297,STM4005,STM0053,437
2298,STM0053,STM4054,408
2299,STM4054,STM0053,408
2300,STM0053,STM4174,437
2301,STM4174,STM0053,437
2302,STM0053,STM4283,769
2303,STM4283,STM0053,769
2304,STM0053,STM4301,521
2305,STM4301,STM0053,521
2306,STM0053,STM4303,707
2307,STM4303,STM0053,707
2308,STM0053,STM4325,521
2309,STM4325,STM0053,521
2310,STM0054,STM0055,689
2311,STM0055,STM0054,689
2312,STM0054,STM0070,679
2313,STM0070,STM0054,679
2314,STM0054,STM0073,398
2315,STM0073,STM0054,398
2316,STM0054,STM0076,403
2317,STM0076,STM0054,403
2318,STM0054,STM0110,600
2319,STM0110,STM0054,600
2320,STM0054,STM0111,600
2321,STM0111,STM0054,600
2322,STM0054,STM0113,558
2323,STM0113,STM0054,558
2324,STM0054,STM0116,600
2325,STM0116,STM0054,600
2326,STM0054,STM0117,921
2327,STM0117,STM0054,921
2328,STM0054,STM0152,792
2329,STM0152,STM0054,792
2330,STM0054,STM0309,398
2331,STM0309,STM0054,398
2332,STM0054,STM0329,600
2333,STM0329,STM0054,600
2334,STM0054,STM0330,600
2335,STM0330,STM0054,600
2336,STM0054,STM0369,403
2337,STM0369,STM0054,403
2338,STM0054,STM0730,782
2339,STM0730,STM0054,782
2340,STM0054,STM0843,650
2341,STM0843,STM0054,650
2342,STM0054,STM0856,403
2343,STM0856,STM0054,403
2344,STM0054,STM0857,398
2345,STM0857,STM0054,398
2346,STM0054,STM0973,650
2347,STM0973,STM0054,650
2348,STM0054,STM1099,772
2349,STM1099,STM0054,772
2350,STM0054,STM1349,836
2351,STM1349,STM0054,836
2352,STM0054,STM1353,403
2353,STM1353,STM0054,403
2354,STM0054,STM1356,398
2355,STM1356,STM0054,398
2356,STM0054,STM1378,650
2357,STM1378,STM0054,650
2358,STM0054,STM1566,631
2359,STM1566,STM0054,631
2360,STM0054,STM1568,811
2361,STM1568,STM0054,811
2362,STM0054,STM1569,592
2363,STM1569,STM0054,592
2364,STM0054,STM1570,592
2365,STM1570,STM0054,592
2366,STM0054,STM1651,674
2367,STM1651,STM0054,674
2368,STM0054,STM1756,794
2369,STM1756,STM0054,794
2370,STM0054,STM1888,650
2371,STM1888,STM0054,650
2372,STM0054,STM2259,684
2373,STM2259,STM0054,684
2374,STM0054,STM2261,458
2375,STM2261,STM0054,458
2376,STM0054,STM2321,458
2377,STM2321,STM0054,458
2378,STM0054,STM2324,812
2379,STM2324,STM0054,812
2380,STM0054,STM2388,673
2381,STM2388,STM0054,673
2382,STM0054,STM2472,398
2383,STM2472,STM0054,398
2384,STM0054,STM2527,458
2385,STM2527,STM0054,458
2386,STM0054,STM2576,458
2387,STM2576,STM0054,458
2388,STM0054,STM2848,458
2389,STM2848,STM0054,458
2390,STM0054,STM3119,500
2391,STM3119,STM0054,500
2392,STM0054,STM3241,650
2393,STM3241,STM0054,650
2394,STM0054,STM3352,689
2395,STM3352,STM0054,689
2396,STM0054,STM3354,600
2397,STM3354,STM0054,600
2398,STM0054,STM3355,600
2399,STM3355,STM0054,600
2400,STM0054,STM3795,600
2401,STM3795,STM0054,600
2402,STM0054,STM3796,600
2403,STM3796,STM0054,600
2404,STM0054,STM3901,600
2405,STM3901,STM0054,600
2406,STM0054,STM3902,921
2407,STM3902,STM0054,921
2408,STM0054,STM3983,673
2409,STM3983,STM0054,673
2410,STM0054,STM4035,600
2411,STM4035,STM0054,600
2412,STM0054,STM4036,600
2413,STM4036,STM0054,600
2414,STM0054,STM4037,592
2415,STM4037,STM0054,592
2416,STM0054,STM4114,650
2417,STM4114,STM0054,650
2418,STM0054,STM4183,775
2419,STM4183,STM0054,775
2420,STM0054,STM4285,812
2421,STM4285,STM0054,812
2422,STM0054,STM4377,398
2423,STM4377,STM0054,398
2424,STM0055,STM0070,458
2425,STM0070,STM0055,458
2426,STM0055,STM0071,225
2427,STM0071,STM0055,225
2428,STM0055,STM0073,394
2429,STM0073,STM0055,394
2430,STM0055,STM0076,403
2431,STM0076,STM0055,403
2432,STM0055,STM0110,734
2433,STM0110,STM0055,734
2434,STM0055,STM0111,806
2435,STM0111,STM0055,806
2436,STM0055,STM0113,794
2437,STM0113,STM0055,794
2438,STM0055,STM0116,803
2439,STM0116,STM0055,803
2440,STM0055,STM0117,852
2441,STM0117,STM0055,852
2442,STM0055,STM0152,920
2443,STM0152,STM0055,920
2444,STM0055,STM0153,401
2445,STM0153,STM0055,401
2446,STM0055,STM0227,445
2447,STM0227,STM0055,445
2448,STM0055,STM0232,950
2449,STM0232,STM0055,950
2450,STM0055,STM0309,394
2451,STM0309,STM0055,394
2452,STM0055,STM0329,806
2453,STM0329,STM0055,806
2454,STM0055,STM0330,734
2455,STM0330,STM0055,734
2456,STM0055,STM0369,459
2457,STM0369,STM0055,459
2458,STM0055,STM0371,665
2459,STM0371,STM0055,665
2460,STM0055,STM0462,315
2461,STM0462,STM0055,315
2462,STM0055,STM0603,756
2463,STM0603,STM0055,756
2464,STM0055,STM0690,443
2465,STM0690,STM0055,443
2466,STM0055,STM0691,418
2467,STM0691,STM0055,418
2468,STM0055,STM0730,881
2469,STM0730,STM0055,881
2470,STM0055,STM0734,418
2471,STM0734,STM0055,418
2472,STM0055,STM0737,401
2473,STM0737,STM0055,401
2474,STM0055,STM0768,689
2475,STM0768,STM0055,689
2476,STM0055,STM0843,733
2477,STM0843,STM0055,733
2478,STM0055,STM0856,403
2479,STM0856,STM0055,403
2480,STM0055,STM0857,394
2481,STM0857,STM0055,394
2482,STM0055,STM0973,733
2483,STM0973,STM0055,733
2484,STM0055,STM0998,546
2485,STM0998,STM0055,546
2486,STM0055,STM1067,445
2487,STM1067,STM0055,445
2488,STM0055,STM1099,465
2489,STM1099,STM0055,465
2490,STM0055,STM1102,284
2491,STM1102,STM0055,284
2492,STM0055,STM1196,464
2493,STM1196,STM0055,464
2494,STM0055,STM1197,462
2495,STM1197,STM0055,462
2496,STM0055,STM1349,778
2497,STM1349,STM0055,778
2498,STM0055,STM1350,225
2499,STM1350,STM0055,225
2500,STM0055,STM1353,403
2501,STM1353,STM0055,403
2502,STM0055,STM1356,394
2503,STM1356,STM0055,394
2504,STM0055,STM1378,849
2505,STM1378,STM0055,849
2506,STM0055,STM1511,593
2507,STM1511,STM0055,593
2508,STM0055,STM1524,284
2509,STM1524,STM0055,284
2510,STM0055,STM1566,778
2511,STM1566,STM0055,778
2512,STM0055,STM1568,853
2513,STM1568,STM0055,853
2514,STM0055,STM1569,734
2515,STM1569,STM0055,734
2516,STM0055,STM1570,734
2517,STM1570,STM0055,734
2518,STM0055,STM1597,284
2519,STM1597,STM0055,284
2520,STM0055,STM1651,458
2521,STM1651,STM0055,458
2522,STM0055,STM1756,846
2523,STM1756,STM0055,846
2524,STM0055,STM1818,225
2525,STM1818,STM0055,225
2526,STM0055,STM1888,849
2527,STM1888,STM0055,849
2528,STM0055,STM2047,662
2529,STM2047,STM0055,662
2530,STM0055,STM2187,443
2531,STM2187,STM0055,443
2532,STM0055,STM2259,674
2533,STM2259,STM0055,674
2534,STM0055,STM2261,457
2535,STM2261,STM0055,457
2536,STM0055,STM2305,225
2537,STM2305,STM0055,225
2538,STM0055,STM2321,458
2539,STM2321,STM0055,458
2540,STM0055,STM2324,853
2541,STM2324,STM0055,853
2542,STM0055,STM2338,555
2543,STM2338,STM0055,555
2544,STM0055,STM2366,950
2545,STM2366,STM0055,950
2546,STM0055,STM2378,462
2547,STM2378,STM0055,462
2548,STM0055,STM2388,458
2549,STM2388,STM0055,458
2550,STM0055,STM2389,758
2551,STM2389,STM0055,758
2552,STM0055,STM2466,555
2553,STM2466,STM0055,555
2554,STM0055,STM2472,400
2555,STM2472,STM0055,400
2556,STM0055,STM2527,457
2557,STM2527,STM0055,457
2558,STM0055,STM2561,315
2559,STM2561,STM0055,315
2560,STM0055,STM2576,457
2561,STM2576,STM0055,457
2562,STM0055,STM2648,221
2563,STM2648,STM0055,221
2564,STM0055,STM2651,534
2565,STM2651,STM0055,534
2566,STM0055,STM2791,284
2567,STM2791,STM0055,284
2568,STM0055,STM2848,458
2569,STM2848,STM0055,458
2570,STM0055,STM2881,464
2571,STM2881,STM0055,464
2572,STM0055,STM3010,225
2573,STM3010,STM0055,225
2574,STM0055,STM3019,758
2575,STM3019,STM0055,758
2576,STM0055,STM3118,667
2577,STM3118,STM0055,667
2578,STM0055,STM3129,284
2579,STM3129,STM0055,284
2580,STM0055,STM3171,274
2581,STM3171,STM0055,274
2582,STM0055,STM3241,733
2583,STM3241,STM0055,733
2584,STM0055,STM3351,689
2585,STM3351,STM0055,689
2586,STM0055,STM3352,586
2587,STM3352,STM0055,586
2588,STM0055,STM3354,300
2589,STM3354,STM0055,300
2590,STM0055,STM3355,300
2591,STM3355,STM0055,300
2592,STM0055,STM3379,770
2593,STM3379,STM0055,770
2594,STM0055,STM3380,979
2595,STM3380,STM0055,979
2596,STM0055,STM3435,372
2597,STM3435,STM0055,372
2598,STM0055,STM3465,460
2599,STM3465,STM0055,460
2600,STM0055,STM3583,445
2601,STM3583,STM0055,445
2602,STM0055,STM3672,274
2603,STM3672,STM0055,274
2604,STM0055,STM3680,284
2605,STM3680,STM0055,284
2606,STM0055,STM3743,221
2607,STM3743,STM0055,221
2608,STM0055,STM3795,300
2609,STM3795,STM0055,300
2610,STM0055,STM3796,300
2611,STM3796,STM0055,300
2612,STM0055,STM3849,445
2613,STM3849,STM0055,445
2614,STM0055,STM3850,542
2615,STM3850,STM0055,542
2616,STM0055,STM3901,300
2617,STM3901,STM0055,300
2618,STM0055,STM3902,892
2619,STM3902,STM0055,892
2620,STM0055,STM3982,758
2621,STM3982,STM0055,758
2622,STM0055,STM3983,458
2623,STM3983,STM0055,458
2624,STM0055,STM4035,892
2625,STM4035,STM0055,892
2626,STM0055,STM4036,300
2627,STM4036,STM0055,300
2628,STM0055,STM4037,825
2629,STM4037,STM0055,825
2630,STM0055,STM4052,274
2631,STM4052,STM0055,274
2632,STM0055,STM4114,325
2633,STM4114,STM0055,325
2634,STM0055,STM4183,839
2635,STM4183,STM0055,839
2636,STM0055,STM4248,546
2637,STM4248,STM0055,546
2638,STM0055,STM4275,919
2639,STM4275,STM0055,919
2640,STM0055,STM4285,853
2641,STM4285,STM0055,853
2642,STM0055,STM4343,418
2643,STM4343,STM0055,418
2644,STM0055,STM4369,221
2645,STM4369,STM0055,221
2646,STM0055,STM4377,394
2647,STM4377,STM0055,394
2648,STM0055,STM4519,284
2649,STM4519,STM0055,284
2650,STM0056,STM0073,339
2651,STM0073,STM0056,339
2652,STM0056,STM0110,600
2653,STM0110,STM0056,600
2654,STM0056,STM0111,600
2655,STM0111,STM0056,600
2656,STM0056,STM0116,600
2657,STM0116,STM0056,600
2658,STM0056,STM0117,600
2659,STM0117,STM0056,600
2660,STM0056,STM0309,339
2661,STM0309,STM0056,339
2662,STM0056,STM0329,600
2663,STM0329,STM0056,600
2664,STM0056,STM0330,600
2665,STM0330,STM0056,600
2666,STM0056,STM0762,367
2667,STM0762,STM0056,367
2668,STM0056,STM0843,650
2669,STM0843,STM0056,650
2670,STM0056,STM0857,339
2671,STM0857,STM0056,339
2672,STM0056,STM0973,650
2673,STM0973,STM0056,650
2674,STM0056,STM1356,339
2675,STM1356,STM0056,339
2676,STM0056,STM1378,650
2677,STM1378,STM0056,650
2678,STM0056,STM1651,661
2679,STM1651,STM0056,661
2680,STM0056,STM1888,650
2681,STM1888,STM0056,650
2682,STM0056,STM3241,650
2683,STM3241,STM0056,650
2684,STM0056,STM3354,600
2685,STM3354,STM0056,600
2686,STM0056,STM3355,600
2687,STM3355,STM0056,600
2688,STM0056,STM3795,600
2689,STM3795,STM0056,600
2690,STM0056,STM3796,600
2691,STM3796,STM0056,600
2692,STM0056,STM3901,600
2693,STM3901,STM0056,600
2694,STM0056,STM3902,600
2695,STM3902,STM0056,600
2696,STM0056,STM4035,600
2697,STM4035,STM0056,600
2698,STM0056,STM4036,600
2699,STM4036,STM0056,600
2700,STM0056,STM4037,645
2701,STM4037,STM0056,645
2702,STM0056,STM4114,650
2703,STM4114,STM0056,650
2704,STM0056,STM4377,339
2705,STM4377,STM0056,339
2706,STM0058,STM0387,175
2707,STM0387,STM0058,175
2708,STM0058,STM3057,174
2709,STM3057,STM0058,174
2710,STM0059,STM0061,460
2711,STM0061,STM0059,460
2712,STM0059,STM0621,460
2713,STM0621,STM0059,460
2714,STM0060,STM0061,665
2715,STM0061,STM0060,665
2716,STM0060,STM0110,390
2717,STM0110,STM0060,390
2718,STM0060,STM0111,344
2719,STM0111,STM0060,344
2720,STM0060,STM0116,397
2721,STM0116,STM0060,397
2722,STM0060,STM0117,678
2723,STM0117,STM0060,678
2724,STM0060,STM0329,344
2725,STM0329,STM0060,344
2726,STM0060,STM0330,390
2727,STM0330,STM0060,390
2728,STM0060,STM0621,665
2729,STM0621,STM0060,665
2730,STM0060,STM0623,826
2731,STM0623,STM0060,826
2732,STM0060,STM0959,159
2733,STM0959,STM0060,159
2734,STM0060,STM1780,391
2735,STM1780,STM0060,391
2736,STM0060,STM1814,163
2737,STM1814,STM0060,163
2738,STM0060,STM3646,576
2739,STM3646,STM0060,576
2740,STM0060,STM3796,397
2741,STM3796,STM0060,397
2742,STM0060,STM3901,397
2743,STM3901,STM0060,397
2744,STM0060,STM3906,384
2745,STM3906,STM0060,384
2746,STM0060,STM3908,160
2747,STM3908,STM0060,160
2748,STM0061,STM0622,665
2749,STM0622,STM0061,665
2750,STM0061,STM0623,912
2751,STM0623,STM0061,912
2752,STM0061,STM3120,665
2753,STM3120,STM0061,665
2754,STM0063,STM0994,171
2755,STM0994,STM0063,171
2756,STM0063,STM1992,171
2757,STM1992,STM0063,171
2758,STM0064,STM0095,241
2759,STM0095,STM0064,241
2760,STM0064,STM0130,622
2761,STM0130,STM0064,622
2762,STM0064,STM0380,622
2763,STM0380,STM0064,622
2764,STM0064,STM0693,462
2765,STM0693,STM0064,462
2766,STM0064,STM1435,183
2767,STM1435,STM0064,183
2768,STM0064,STM1598,473
2769,STM1598,STM0064,473
2770,STM0064,STM1802,174
2771,STM1802,STM0064,174
2772,STM0064,STM2338,174
2773,STM2338,STM0064,174
2774,STM0064,STM2466,174
2775,STM2466,STM0064,174
2776,STM0064,STM2489,923
2777,STM2489,STM0064,923
2778,STM0064,STM2649,183
2779,STM2649,STM0064,183
2780,STM0064,STM2980,198
2781,STM2980,STM0064,198
2782,STM0064,STM3017,168
2783,STM3017,STM0064,168
2784,STM0064,STM3401,183
2785,STM3401,STM0064,183
2786,STM0064,STM3532,923
2787,STM3532,STM0064,923
2788,STM0064,STM3614,180
2789,STM3614,STM0064,180
2790,STM0064,STM4120,183
2791,STM4120,STM0064,183
2792,STM0064,STM4241,462
2793,STM4241,STM0064,462
2794,STM0064,STM4247,174
2795,STM4247,STM0064,174
2796,STM0064,STM4283,180
2797,STM4283,STM0064,180
2798,STM0064,STM4483,168
2799,STM4483,STM0064,168
2800,STM0064,STM4568,219
2801,STM4568,STM0064,219
2802,STM0066,STM0067,999
2803,STM0067,STM0066,999
2804,STM0066,STM0130,770
2805,STM0130,STM0066,770
2806,STM0066,STM0380,770
2807,STM0380,STM0066,770
2808,STM0066,STM0447,360
2809,STM0447,STM0066,360
2810,STM0066,STM0532,939
2811,STM0532,STM0066,939
2812,STM0066,STM0533,827
2813,STM0533,STM0066,827
2814,STM0066,STM0534,637
2815,STM0534,STM0066,637
2816,STM0066,STM0573,579
2817,STM0573,STM0066,579
2818,STM0066,STM0875,674
2819,STM0875,STM0066,674
2820,STM0066,STM0932,402
2821,STM0932,STM0066,402
2822,STM0066,STM1365,771
2823,STM1365,STM0066,771
2824,STM0066,STM1525,899
2825,STM1525,STM0066,899
2826,STM0066,STM2070,402
2827,STM2070,STM0066,402
2828,STM0066,STM2075,725
2829,STM2075,STM0066,725
2830,STM0066,STM2077,893
2831,STM2077,STM0066,893
2832,STM0066,STM2089,402
2833,STM2089,STM0066,402
2834,STM0066,STM2091,402
2835,STM2091,STM0066,402
2836,STM0066,STM2093,611
2837,STM2093,STM0066,611
2838,STM0066,STM2108,402
2839,STM2108,STM0066,402
2840,STM0066,STM2186,818
2841,STM2186,STM0066,818
2842,STM0066,STM2220,208
2843,STM2220,STM0066,208
2844,STM0066,STM2261,550
2845,STM2261,STM0066,550
2846,STM0066,STM2286,771
2847,STM2286,STM0066,771
2848,STM0066,STM2299,402
2849,STM2299,STM0066,402
2850,STM0066,STM2362,828
2851,STM2362,STM0066,828
2852,STM0066,STM2479,836
2853,STM2479,STM0066,836
2854,STM0066,STM2527,550
2855,STM2527,STM0066,550
2856,STM0066,STM2549,611
2857,STM2549,STM0066,611
2858,STM0066,STM2565,899
2859,STM2565,STM0066,899
2860,STM0066,STM2576,550
2861,STM2576,STM0066,550
2862,STM0066,STM2914,402
2863,STM2914,STM0066,402
2864,STM0066,STM3095,674
2865,STM3095,STM0066,674
2866,STM0066,STM3330,940
2867,STM3330,STM0066,940
2868,STM0066,STM3331,836
2869,STM3331,STM0066,836
2870,STM0066,STM3710,402
2871,STM3710,STM0066,402
2872,STM0066,STM3861,922
2873,STM3861,STM0066,922
2874,STM0066,STM3979,611
2875,STM3979,STM0066,611
2876,STM0066,STM4007,962
2877,STM4007,STM0066,962
2878,STM0066,STM4014,674
2879,STM4014,STM0066,674
2880,STM0066,STM4175,893
2881,STM4175,STM0066,893
2882,STM0066,STM4397,184
2883,STM4397,STM0066,184
2884,STM0066,STM4459,995
2885,STM4459,STM0066,995
2886,STM0066,STM4460,997
2887,STM4460,STM0066,997
2888,STM0066,STM4465,793
2889,STM4465,STM0066,793
2890,STM0066,STM4466,939
2891,STM4466,STM0066,939
2892,STM0066,STM4469,793
2893,STM4469,STM0066,793
2894,STM0066,STM4539,579
2895,STM4539,STM0066,579
2896,STM0067,STM0096,211
2897,STM0096,STM0067,211
2898,STM0067,STM0097,647
2899,STM0097,STM0067,647
2900,STM0067,STM0112,209
2901,STM0112,STM0067,209
2902,STM0067,STM0130,770
2903,STM0130,STM0067,770
2904,STM0067,STM0210,184
2905,STM0210,STM0067,184
2906,STM0067,STM0216,170
2907,STM0216,STM0067,170
2908,STM0067,STM0242,214
2909,STM0242,STM0067,214
2910,STM0067,STM0308,264
2911,STM0308,STM0067,264
2912,STM0067,STM0321,225
2913,STM0321,STM0067,225
2914,STM0067,STM0380,770
2915,STM0380,STM0067,770
2916,STM0067,STM0447,360
2917,STM0447,STM0067,360
2918,STM0067,STM0449,511
2919,STM0449,STM0067,511
2920,STM0067,STM0487,578
2921,STM0487,STM0067,578
2922,STM0067,STM0488,395
2923,STM0488,STM0067,395
2924,STM0067,STM0532,645
2925,STM0532,STM0067,645
2926,STM0067,STM0533,817
2927,STM0533,STM0067,817
2928,STM0067,STM0573,615
2929,STM0573,STM0067,615
2930,STM0067,STM0631,264
2931,STM0631,STM0067,264
2932,STM0067,STM0659,343
2933,STM0659,STM0067,343
2934,STM0067,STM0680,723
2935,STM0680,STM0067,723
2936,STM0067,STM0713,617
2937,STM0713,STM0067,617
2938,STM0067,STM0798,194
2939,STM0798,STM0067,194
2940,STM0067,STM0847,672
2941,STM0847,STM0067,672
2942,STM0067,STM0875,674
2943,STM0875,STM0067,674
2944,STM0067,STM0932,402
2945,STM0932,STM0067,402
2946,STM0067,STM0963,207
2947,STM0963,STM0067,207
2948,STM0067,STM0972,296
2949,STM0972,STM0067,296
2950,STM0067,STM0998,541
2951,STM0998,STM0067,541
2952,STM0067,STM1000,166
2953,STM1000,STM0067,166
2954,STM0067,STM1057,165
2955,STM1057,STM0067,165
2956,STM0067,STM1058,401
2957,STM1058,STM0067,401
2958,STM0067,STM1209,493
2959,STM1209,STM0067,493
2960,STM0067,STM1221,220
2961,STM1221,STM0067,220
2962,STM0067,STM1291,192
2963,STM1291,STM0067,192
2964,STM0067,STM1365,764
2965,STM1365,STM0067,764
2966,STM0067,STM1469,185
2967,STM1469,STM0067,185
2968,STM0067,STM1525,899
2969,STM1525,STM0067,899
2970,STM0067,STM1877,264
2971,STM1877,STM0067,264
2972,STM0067,STM1909,166
2973,STM1909,STM0067,166
2974,STM0067,STM2070,402
2975,STM2070,STM0067,402
2976,STM0067,STM2075,738
2977,STM2075,STM0067,738
2978,STM0067,STM2077,953
2979,STM2077,STM0067,953
2980,STM0067,STM2089,402
2981,STM2089,STM0067,402
2982,STM0067,STM2091,402
2983,STM2091,STM0067,402
2984,STM0067,STM2092,200
2985,STM2092,STM0067,200
2986,STM0067,STM2093,603
2987,STM2093,STM0067,603
2988,STM0067,STM2108,402
2989,STM2108,STM0067,402
2990,STM0067,STM2125,343
2991,STM2125,STM0067,343
2992,STM0067,STM2166,493
2993,STM2166,STM0067,493
2994,STM0067,STM2186,465
2995,STM2186,STM0067,465
2996,STM0067,STM2187,401
2997,STM2187,STM0067,401
2998,STM0067,STM2261,549
2999,STM2261,STM0067,549
3000,STM0067,STM2286,764
3001,STM2286,STM0067,764
3002,STM0067,STM2299,402
3003,STM2299,STM0067,402
3004,STM0067,STM2362,963
3005,STM2362,STM0067,963
3006,STM0067,STM2368,225
3007,STM2368,STM0067,225
3008,STM0067,STM2479,465
3009,STM2479,STM0067,465
3010,STM0067,STM2527,549
3011,STM2527,STM0067,549
3012,STM0067,STM2539,343
3013,STM2539,STM0067,343
3014,STM0067,STM2549,603
3015,STM2549,STM0067,603
3016,STM0067,STM2565,899
3017,STM2565,STM0067,899
3018,STM0067,STM2576,549
3019,STM2576,STM0067,549
3020,STM0067,STM2827,205
3021,STM2827,STM0067,205
3022,STM0067,STM2829,392
3023,STM2829,STM0067,392
3024,STM0067,STM2914,402
3025,STM2914,STM0067,402
3026,STM0067,STM2945,296
3027,STM2945,STM0067,296
3028,STM0067,STM2947,218
3029,STM2947,STM0067,218
3030,STM0067,STM2948,216
3031,STM2948,STM0067,216
3032,STM0067,STM2953,233
3033,STM2953,STM0067,233
3034,STM0067,STM2994,193
3035,STM2994,STM0067,193
3036,STM0067,STM2995,241
3037,STM2995,STM0067,241
3038,STM0067,STM3051,525
3039,STM3051,STM0067,525
3040,STM0067,STM3058,277
3041,STM3058,STM0067,277
3042,STM0067,STM3095,674
3043,STM3095,STM0067,674
3044,STM0067,STM3133,264
3045,STM3133,STM0067,264
3046,STM0067,STM3163,199
3047,STM3163,STM0067,199
3048,STM0067,STM3290,864
3049,STM3290,STM0067,864
3050,STM0067,STM3296,164
3051,STM3296,STM0067,164
3052,STM0067,STM3325,296
3053,STM3325,STM0067,296
3054,STM0067,STM3330,999
3055,STM3330,STM0067,999
3056,STM0067,STM3331,465
3057,STM3331,STM0067,465
3058,STM0067,STM3345,167
3059,STM3345,STM0067,167
3060,STM0067,STM3359,185
3061,STM3359,STM0067,185
3062,STM0067,STM3380,189
3063,STM3380,STM0067,189
3064,STM0067,STM3422,165
3065,STM3422,STM0067,165
3066,STM0067,STM3536,798
3067,STM3536,STM0067,798
3068,STM0067,STM3613,164
3069,STM3613,STM0067,164
3070,STM0067,STM3682,195
3071,STM3682,STM0067,195
3072,STM0067,STM3710,402
3073,STM3710,STM0067,402
3074,STM0067,STM3721,296
3075,STM3721,STM0067,296
3076,STM0067,STM3733,402
3077,STM3733,STM0067,402
3078,STM0067,STM3749,413
3079,STM3749,STM0067,413
3080,STM0067,STM3775,525
3081,STM3775,STM0067,525
3082,STM0067,STM3799,724
3083,STM3799,STM0067,724
3084,STM0067,STM3861,929
3085,STM3861,STM0067,929
3086,STM0067,STM3865,220
3087,STM3865,STM0067,220
3088,STM0067,STM3909,195
3089,STM3909,STM0067,195
3090,STM0067,STM3939,207
3091,STM3939,STM0067,207
3092,STM0067,STM3958,162
3093,STM3958,STM0067,162
3094,STM0067,STM3979,603
3095,STM3979,STM0067,603
3096,STM0067,STM4007,962
3097,STM4007,STM0067,962
3098,STM0067,STM4014,674
3099,STM4014,STM0067,674
3100,STM0067,STM4019,413
3101,STM4019,STM0067,413
3102,STM0067,STM4086,215
3103,STM4086,STM0067,215
3104,STM0067,STM4101,411
3105,STM4101,STM0067,411
3106,STM0067,STM4175,893
3107,STM4175,STM0067,893
3108,STM0067,STM4220,411
3109,STM4220,STM0067,411
3110,STM0067,STM4248,541
3111,STM4248,STM0067,541
3112,STM0067,STM4330,220
3113,STM4330,STM0067,220
3114,STM0067,STM4348,198
3115,STM4348,STM0067,198
3116,STM0067,STM4459,994
3117,STM4459,STM0067,994
3118,STM0067,STM4460,996
3119,STM4460,STM0067,996
3120,STM0067,STM4465,863
3121,STM4465,STM0067,863
3122,STM0067,STM4466,645
